,Gender,Age,Category,Quantity,Price,Payment_method,Datetime,Shopping_mall
363,Female,40,Shoes,5,3000.85,Debit Card,5/8/21,Kanyon
364,Female,48,Cosmetics,5,203.3,Credit Card,28/05/2022,Kanyon
365,Female,60,Clothing,2,600.16,Credit Card,3/12/22,Zorlu Center
366,Female,31,Food & Beverage,1,5.23,Credit Card,30/10/2021,Mall of Istanbul
367,Female,47,Toys,2,71.68,Cash,8/8/22,Viaport Outlet
368,Female,29,Shoes,3,1800.51,Credit Card,26/06/2021,Metrocity
369,Female,30,Souvenir,3,35.19,Debit Card,22/03/2022,Mall of Istanbul
370,Male,18,Clothing,2,600.16,Cash,20/04/2021,Kanyon
371,Female,32,Cosmetics,5,203.3,Debit Card,24/08/2022,Mall of Istanbul
372,Male,34,Shoes,5,3000.85,Credit Card,20/04/2021,Kanyon
373,Female,57,Cosmetics,5,203.3,Debit Card,4/1/23,Kanyon
374,Female,67,Clothing,5,1500.4,Credit Card,12/4/21,Metrocity
375,Female,57,Toys,4,143.36,Cash,19/09/2022,Metropol AVM
376,Female,35,Clothing,5,1500.4,Cash,23/01/2022,Mall of Istanbul
377,Male,61,Food & Beverage,3,15.69,Debit Card,18/03/2022,Metrocity
378,Male,41,Books,3,45.45,Credit Card,16/01/2022,Metropol AVM
379,Male,41,Books,4,60.6,Cash,3/3/22,Istinye Park
380,Male,37,Clothing,4,1200.32,Debit Card,21/02/2021,Kanyon
381,Female,50,Clothing,4,1200.32,Cash,21/04/2022,Istinye Park
382,Female,34,Toys,1,35.84,Cash,9/4/22,Forum Istanbul
383,Female,19,Clothing,5,1500.4,Debit Card,18/11/2021,Mall of Istanbul
384,Male,66,Cosmetics,4,162.64,Credit Card,31/01/2023,Metrocity
385,Male,27,Clothing,2,600.16,Debit Card,9/11/21,Mall of Istanbul
386,Female,61,Food & Beverage,5,26.15,Credit Card,12/11/22,Metropol AVM
387,Male,36,Clothing,4,1200.32,Credit Card,26/10/2022,Metrocity
388,Male,56,Cosmetics,5,203.3,Debit Card,14/08/2021,Metropol AVM
389,Male,44,Souvenir,4,46.92,Credit Card,21/01/2023,Kanyon
390,Female,35,Clothing,4,1200.32,Cash,13/07/2022,Kanyon
391,Female,27,Clothing,1,300.08,Cash,5/4/21,Metrocity
392,Female,33,Food & Beverage,2,10.46,Credit Card,12/12/21,Forum Istanbul
393,Female,35,Books,1,15.15,Cash,9/11/22,Mall of Istanbul
394,Female,18,Shoes,3,1800.51,Credit Card,29/04/2021,Metrocity
395,Male,32,Clothing,5,1500.4,Credit Card,13/06/2022,Metropol AVM
396,Female,53,Shoes,2,1200.34,Cash,26/09/2021,Mall of Istanbul
397,Female,28,Clothing,1,300.08,Debit Card,13/11/2022,Cevahir AVM
398,Female,27,Toys,5,179.2,Credit Card,16/11/2022,Kanyon
399,Male,42,Cosmetics,2,81.32,Debit Card,7/7/21,Metrocity
400,Male,27,Clothing,2,600.16,Cash,24/12/2021,Kanyon
401,Male,54,Clothing,2,600.16,Cash,13/12/2022,Forum Istanbul
402,Male,60,Souvenir,1,11.73,Cash,17/07/2021,Zorlu Center
403,Female,65,Cosmetics,3,121.98,Cash,26/02/2021,Forum Istanbul
404,Male,32,Cosmetics,2,81.32,Cash,30/07/2022,Metrocity
405,Male,35,Food & Beverage,1,5.23,Cash,9/9/21,Metrocity
406,Female,28,Books,4,60.6,Cash,20/11/2021,Metropol AVM
407,Female,19,Souvenir,4,46.92,Cash,13/10/2022,Mall of Istanbul
408,Female,18,Technology,1,1050.0,Debit Card,25/06/2021,Istinye Park
409,Female,55,Clothing,5,1500.4,Debit Card,9/5/21,Istinye Park
410,Male,34,Souvenir,3,35.19,Credit Card,7/1/21,Kanyon
411,Female,53,Cosmetics,4,162.64,Credit Card,26/03/2021,Viaport Outlet
412,Female,41,Shoes,4,2400.68,Cash,22/08/2022,Mall of Istanbul
413,Male,43,Cosmetics,5,203.3,Debit Card,9/4/21,Kanyon
414,Female,22,Shoes,4,2400.68,Credit Card,29/07/2021,Metropol AVM
415,Male,57,Clothing,5,1500.4,Debit Card,25/06/2022,Kanyon
416,Female,34,Clothing,1,300.08,Credit Card,9/6/21,Metropol AVM
417,Male,48,Clothing,4,1200.32,Cash,1/5/22,Mall of Istanbul
418,Female,26,Cosmetics,3,121.98,Cash,24/01/2021,Cevahir AVM
419,Female,48,Clothing,2,600.16,Credit Card,24/11/2021,Metropol AVM
420,Female,68,Clothing,3,900.24,Credit Card,9/4/22,Metropol AVM
421,Female,37,Books,1,15.15,Credit Card,8/2/21,Kanyon
422,Male,31,Cosmetics,1,40.66,Credit Card,13/08/2022,Emaar Square Mall
423,Male,32,Clothing,5,1500.4,Credit Card,27/01/2021,Mall of Istanbul
424,Female,44,Clothing,4,1200.32,Cash,22/04/2021,Mall of Istanbul
425,Female,45,Clothing,4,1200.32,Cash,9/10/22,Istinye Park
426,Female,45,Clothing,3,900.24,Cash,9/5/21,Kanyon
427,Female,65,Shoes,5,3000.85,Cash,8/6/22,Metropol AVM
428,Female,43,Food & Beverage,3,15.69,Cash,16/06/2022,Kanyon
429,Female,69,Toys,5,179.2,Credit Card,12/3/21,Kanyon
430,Female,40,Cosmetics,4,162.64,Credit Card,28/05/2021,Istinye Park
431,Female,36,Clothing,2,600.16,Credit Card,14/10/2022,Kanyon
432,Male,35,Clothing,4,1200.32,Credit Card,12/10/21,Kanyon
433,Female,47,Clothing,4,1200.32,Cash,23/02/2021,Mall of Istanbul
434,Male,52,Souvenir,3,35.19,Cash,30/09/2021,Kanyon
435,Female,33,Clothing,3,900.24,Debit Card,14/02/2023,Cevahir AVM
436,Female,19,Clothing,2,600.16,Cash,19/02/2023,Istinye Park
437,Male,25,Clothing,5,1500.4,Cash,4/3/21,Metropol AVM
438,Female,67,Cosmetics,5,203.3,Cash,25/08/2021,Istinye Park
439,Male,35,Shoes,2,1200.34,Credit Card,16/11/2022,Kanyon
440,Male,28,Toys,4,143.36,Cash,2/8/21,Mall of Istanbul
441,Female,31,Souvenir,3,35.19,Cash,11/5/21,Kanyon
442,Male,28,Books,3,45.45,Credit Card,11/7/22,Kanyon
443,Male,26,Cosmetics,4,162.64,Cash,8/6/21,Kanyon
444,Female,27,Food & Beverage,1,5.23,Cash,17/09/2021,Kanyon
445,Male,35,Souvenir,3,35.19,Cash,15/08/2021,Mall of Istanbul
446,Female,28,Shoes,2,1200.34,Credit Card,16/11/2021,Istinye Park
447,Female,26,Clothing,1,300.08,Cash,17/04/2021,Kanyon
448,Male,22,Cosmetics,3,121.98,Credit Card,18/07/2022,Kanyon
449,Female,40,Clothing,2,600.16,Debit Card,29/08/2022,Metrocity
450,Female,67,Clothing,3,900.24,Credit Card,12/4/22,Metropol AVM
451,Female,53,Shoes,4,2400.68,Credit Card,26/02/2021,Mall of Istanbul
452,Male,66,Shoes,5,3000.85,Cash,3/1/22,Mall of Istanbul
453,Female,33,Clothing,4,1200.32,Credit Card,9/5/21,Cevahir AVM
454,Female,51,Toys,1,35.84,Credit Card,17/05/2021,Forum Istanbul
455,Female,39,Cosmetics,4,162.64,Credit Card,3/10/22,Kanyon
456,Male,38,Shoes,3,1800.51,Debit Card,26/04/2022,Mall of Istanbul
457,Female,62,Technology,5,5250.0,Credit Card,17/06/2022,Viaport Outlet
458,Female,32,Books,2,30.3,Cash,4/5/21,Mall of Istanbul
459,Male,62,Food & Beverage,4,20.92,Cash,24/07/2022,Kanyon
460,Female,68,Cosmetics,4,162.64,Credit Card,17/07/2021,Metropol AVM
461,Male,36,Books,3,45.45,Credit Card,11/5/22,Istinye Park
462,Female,27,Clothing,1,300.08,Credit Card,31/01/2023,Emaar Square Mall
463,Male,67,Books,2,30.3,Debit Card,24/08/2021,Mall of Istanbul
464,Male,45,Clothing,5,1500.4,Debit Card,5/4/21,Kanyon
465,Female,39,Food & Beverage,3,15.69,Cash,13/08/2021,Kanyon
466,Female,59,Clothing,1,300.08,Credit Card,9/12/22,Forum Istanbul
467,Female,34,Books,5,75.75,Cash,13/09/2022,Metropol AVM
468,Male,21,Clothing,4,1200.32,Cash,30/04/2022,Metrocity
469,Female,67,Souvenir,5,58.65,Credit Card,8/7/22,Istinye Park
470,Male,57,Food & Beverage,1,5.23,Debit Card,7/2/21,Mall of Istanbul
471,Female,24,Clothing,1,300.08,Cash,6/5/21,Metropol AVM
472,Male,37,Souvenir,2,23.46,Cash,11/1/23,Metrocity
473,Female,63,Clothing,2,600.16,Cash,27/02/2022,Metrocity
474,Female,42,Clothing,5,1500.4,Credit Card,7/8/22,Metropol AVM
475,Male,40,Cosmetics,1,40.66,Cash,21/02/2021,Metrocity
476,Female,37,Clothing,2,600.16,Debit Card,3/9/21,Viaport Outlet
477,Female,50,Clothing,2,600.16,Cash,1/7/22,Zorlu Center
478,Female,53,Shoes,3,1800.51,Debit Card,6/3/22,Mall of Istanbul
479,Female,69,Toys,4,143.36,Cash,22/10/2021,Kanyon
480,Female,22,Clothing,1,300.08,Cash,5/1/23,Mall of Istanbul
481,Female,48,Souvenir,3,35.19,Debit Card,21/04/2021,Metropol AVM
482,Male,69,Clothing,2,600.16,Debit Card,30/09/2022,Metrocity
483,Female,44,Food & Beverage,4,20.92,Debit Card,16/06/2021,Metrocity
484,Male,67,Clothing,3,900.24,Cash,14/01/2022,Kanyon
485,Male,35,Cosmetics,4,162.64,Cash,12/11/21,Metropol AVM
486,Male,57,Food & Beverage,2,10.46,Credit Card,9/9/21,Zorlu Center
487,Male,39,Books,2,30.3,Cash,5/3/23,Metrocity
488,Male,41,Toys,4,143.36,Cash,29/01/2022,Istinye Park
489,Female,62,Clothing,1,300.08,Credit Card,15/03/2021,Mall of Istanbul
490,Male,29,Clothing,3,900.24,Cash,5/1/22,Metropol AVM
491,Female,39,Food & Beverage,4,20.92,Cash,11/6/21,Forum Istanbul
492,Male,68,Souvenir,4,46.92,Credit Card,19/04/2022,Istinye Park
493,Female,47,Toys,5,179.2,Credit Card,24/04/2022,Kanyon
494,Female,31,Food & Beverage,1,5.23,Cash,12/12/21,Istinye Park
495,Female,35,Books,3,45.45,Credit Card,3/11/21,Viaport Outlet
496,Female,32,Clothing,1,300.08,Credit Card,9/4/22,Mall of Istanbul
497,Female,41,Clothing,3,900.24,Credit Card,17/11/2021,Zorlu Center
498,Female,27,Food & Beverage,2,10.46,Debit Card,12/3/21,Zorlu Center
499,Female,58,Clothing,2,600.16,Cash,18/03/2021,Istinye Park
500,Male,18,Clothing,4,1200.32,Debit Card,7/9/22,Metropol AVM
501,Male,48,Books,5,75.75,Cash,4/9/22,Metrocity
502,Female,31,Food & Beverage,5,26.15,Cash,5/10/22,Mall of Istanbul
503,Female,51,Books,5,75.75,Debit Card,17/05/2022,Istinye Park
504,Female,43,Clothing,1,300.08,Cash,13/04/2021,Mall of Istanbul
505,Female,41,Shoes,2,1200.34,Cash,15/12/2021,Metrocity
506,Male,65,Clothing,5,1500.4,Credit Card,26/03/2021,Istinye Park
507,Male,19,Food & Beverage,5,26.15,Debit Card,8/12/22,Cevahir AVM
508,Female,39,Clothing,5,1500.4,Cash,26/08/2021,Viaport Outlet
509,Male,21,Souvenir,5,58.65,Cash,30/03/2021,Mall of Istanbul
510,Female,18,Food & Beverage,5,26.15,Credit Card,21/10/2022,Metrocity
511,Female,51,Cosmetics,3,121.98,Credit Card,6/11/21,Metropol AVM
512,Male,50,Clothing,1,300.08,Cash,25/06/2021,Mall of Istanbul
513,Female,49,Clothing,2,600.16,Cash,3/12/21,Metrocity
514,Female,66,Shoes,4,2400.68,Debit Card,28/02/2021,Mall of Istanbul
515,Female,56,Toys,3,107.52,Cash,9/8/22,Viaport Outlet
516,Female,24,Cosmetics,5,203.3,Credit Card,11/5/21,Istinye Park
517,Male,35,Food & Beverage,2,10.46,Credit Card,22/07/2021,Kanyon
518,Male,20,Books,4,60.6,Cash,18/04/2022,Zorlu Center
519,Female,61,Toys,4,143.36,Debit Card,3/8/22,Istinye Park
520,Male,39,Clothing,3,900.24,Credit Card,6/3/22,Metrocity
521,Male,52,Cosmetics,4,162.64,Credit Card,29/09/2022,Kanyon
522,Female,60,Books,1,15.15,Credit Card,26/10/2021,Emaar Square Mall
523,Female,33,Clothing,3,900.24,Cash,25/02/2023,Emaar Square Mall
524,Female,24,Toys,4,143.36,Debit Card,16/01/2022,Metrocity
525,Male,26,Clothing,4,1200.32,Credit Card,6/2/22,Mall of Istanbul
526,Female,55,Clothing,4,1200.32,Credit Card,20/06/2022,Mall of Istanbul
527,Male,25,Cosmetics,1,40.66,Cash,20/10/2021,Metropol AVM
528,Male,69,Food & Beverage,1,5.23,Credit Card,23/11/2021,Istinye Park
529,Female,67,Toys,3,107.52,Cash,20/12/2022,Mall of Istanbul
530,Female,35,Food & Beverage,1,5.23,Debit Card,19/11/2022,Metrocity
531,Female,60,Cosmetics,1,40.66,Cash,27/04/2022,Zorlu Center
532,Female,30,Clothing,2,600.16,Cash,30/11/2021,Istinye Park
533,Female,58,Cosmetics,5,203.3,Cash,5/12/22,Metrocity
534,Male,29,Toys,2,71.68,Cash,4/11/21,Zorlu Center
535,Female,48,Food & Beverage,1,5.23,Cash,18/07/2021,Kanyon
536,Female,53,Technology,4,4200.0,Credit Card,27/06/2021,Kanyon
537,Female,37,Clothing,1,300.08,Cash,26/04/2022,Kanyon
538,Female,48,Food & Beverage,3,15.69,Cash,22/03/2021,Zorlu Center
539,Male,18,Food & Beverage,1,5.23,Debit Card,25/02/2022,Metrocity
540,Male,42,Clothing,5,1500.4,Credit Card,28/08/2021,Kanyon
541,Female,49,Clothing,4,1200.32,Credit Card,18/04/2022,Cevahir AVM
542,Female,28,Toys,2,71.68,Debit Card,31/03/2021,Metrocity
543,Male,63,Toys,5,179.2,Cash,3/4/21,Metropol AVM
544,Male,69,Toys,2,71.68,Credit Card,10/12/22,Forum Istanbul
545,Female,29,Cosmetics,1,40.66,Credit Card,7/6/21,Forum Istanbul
546,Female,39,Clothing,2,600.16,Cash,27/07/2022,Metrocity
547,Female,68,Cosmetics,3,121.98,Cash,27/10/2022,Metropol AVM
548,Female,51,Cosmetics,2,81.32,Credit Card,17/01/2021,Kanyon
549,Female,18,Clothing,4,1200.32,Credit Card,26/07/2022,Viaport Outlet
550,Female,47,Clothing,5,1500.4,Debit Card,10/2/22,Metrocity
551,Male,42,Food & Beverage,5,26.15,Cash,31/07/2022,Cevahir AVM
552,Male,58,Cosmetics,3,121.98,Cash,29/10/2021,Forum Istanbul
553,Male,46,Food & Beverage,3,15.69,Credit Card,20/12/2022,Kanyon
554,Female,66,Clothing,3,900.24,Debit Card,27/08/2021,Istinye Park
555,Male,44,Clothing,3,900.24,Debit Card,21/07/2021,Emaar Square Mall
556,Female,26,Cosmetics,4,162.64,Cash,21/12/2021,Mall of Istanbul
557,Male,21,Clothing,1,300.08,Debit Card,16/04/2022,Cevahir AVM
558,Female,62,Cosmetics,2,81.32,Cash,20/03/2021,Kanyon
559,Male,45,Toys,2,71.68,Credit Card,11/11/21,Istinye Park
560,Female,25,Technology,2,2100.0,Debit Card,23/09/2022,Mall of Istanbul
561,Female,20,Toys,5,179.2,Cash,21/01/2021,Metrocity
562,Male,57,Food & Beverage,3,15.69,Credit Card,19/06/2021,Viaport Outlet
563,Female,44,Clothing,2,600.16,Debit Card,12/11/22,Metropol AVM
564,Female,21,Souvenir,4,46.92,Cash,20/03/2022,Mall of Istanbul
565,Female,30,Toys,1,35.84,Debit Card,19/05/2021,Metrocity
566,Male,51,Technology,2,2100.0,Credit Card,16/02/2021,Metrocity
567,Female,48,Clothing,4,1200.32,Debit Card,9/10/21,Mall of Istanbul
568,Male,66,Clothing,5,1500.4,Cash,22/07/2022,Metropol AVM
569,Female,22,Food & Beverage,2,10.46,Cash,25/03/2021,Metrocity
570,Male,25,Books,2,30.3,Cash,26/07/2021,Emaar Square Mall
571,Female,33,Food & Beverage,4,20.92,Credit Card,16/06/2022,Mall of Istanbul
572,Female,60,Clothing,3,900.24,Debit Card,3/1/23,Metrocity
573,Female,18,Toys,4,143.36,Credit Card,10/2/21,Viaport Outlet
574,Female,45,Cosmetics,1,40.66,Cash,22/07/2021,Forum Istanbul
575,Female,35,Souvenir,1,11.73,Cash,7/10/22,Metropol AVM
576,Female,57,Cosmetics,2,81.32,Debit Card,9/1/22,Zorlu Center
577,Female,61,Cosmetics,4,162.64,Cash,22/09/2022,Istinye Park
578,Male,23,Clothing,2,600.16,Credit Card,7/5/21,Zorlu Center
579,Female,26,Toys,5,179.2,Credit Card,29/10/2021,Kanyon
580,Male,45,Souvenir,2,23.46,Cash,18/01/2022,Zorlu Center
581,Male,25,Souvenir,1,11.73,Debit Card,30/06/2022,Metropol AVM
582,Female,51,Cosmetics,4,162.64,Credit Card,3/7/21,Zorlu Center
583,Female,23,Clothing,1,300.08,Cash,22/08/2022,Metropol AVM
584,Female,56,Clothing,5,1500.4,Cash,3/10/21,Mall of Istanbul
585,Male,57,Food & Beverage,4,20.92,Cash,10/3/21,Mall of Istanbul
586,Male,30,Toys,2,71.68,Debit Card,5/2/22,Viaport Outlet
587,Male,27,Toys,4,143.36,Credit Card,19/07/2022,Mall of Istanbul
588,Male,27,Clothing,2,600.16,Credit Card,1/3/21,Mall of Istanbul
589,Male,66,Clothing,1,300.08,Debit Card,24/10/2021,Metropol AVM
590,Female,69,Souvenir,5,58.65,Cash,29/10/2022,Kanyon
591,Male,68,Clothing,4,1200.32,Cash,17/06/2022,Mall of Istanbul
592,Female,66,Cosmetics,3,121.98,Credit Card,9/5/21,Viaport Outlet
593,Male,49,Shoes,2,1200.34,Cash,3/5/22,Kanyon
594,Female,48,Clothing,5,1500.4,Cash,20/08/2021,Mall of Istanbul
595,Male,65,Shoes,5,3000.85,Credit Card,12/10/21,Metrocity
596,Female,52,Food & Beverage,3,15.69,Credit Card,26/12/2021,Metropol AVM
597,Female,32,Clothing,4,1200.32,Debit Card,15/06/2021,Metrocity
598,Female,68,Food & Beverage,2,10.46,Credit Card,28/11/2022,Mall of Istanbul
599,Female,47,Clothing,1,300.08,Credit Card,28/06/2022,Kanyon
600,Male,20,Clothing,5,1500.4,Cash,25/04/2021,Istinye Park
601,Male,31,Clothing,3,900.24,Cash,12/2/22,Metropol AVM
602,Male,60,Food & Beverage,3,15.69,Cash,17/06/2022,Mall of Istanbul
603,Male,34,Clothing,5,1500.4,Debit Card,24/11/2021,Metrocity
604,Female,36,Cosmetics,3,121.98,Credit Card,27/05/2022,Kanyon
605,Female,30,Cosmetics,4,162.64,Credit Card,1/8/21,Metrocity
606,Female,38,Food & Beverage,2,10.46,Debit Card,3/11/21,Metropol AVM
607,Male,28,Books,4,60.6,Debit Card,16/12/2022,Viaport Outlet
608,Male,31,Cosmetics,3,121.98,Debit Card,16/06/2021,Mall of Istanbul
609,Female,64,Souvenir,2,23.46,Cash,28/11/2022,Metropol AVM
610,Female,24,Food & Beverage,2,10.46,Credit Card,5/12/22,Viaport Outlet
611,Male,40,Clothing,4,1200.32,Cash,1/12/21,Istinye Park
612,Female,50,Clothing,2,600.16,Debit Card,14/07/2021,Kanyon
613,Female,34,Cosmetics,5,203.3,Credit Card,25/04/2022,Metropol AVM
614,Male,34,Food & Beverage,2,10.46,Debit Card,12/9/22,Zorlu Center
615,Male,54,Food & Beverage,3,15.69,Credit Card,2/3/23,Mall of Istanbul
616,Female,35,Cosmetics,4,162.64,Credit Card,22/04/2021,Kanyon
617,Male,30,Food & Beverage,1,5.23,Cash,24/11/2022,Mall of Istanbul
618,Male,49,Clothing,4,1200.32,Credit Card,8/11/22,Kanyon
619,Female,68,Clothing,2,600.16,Cash,6/10/22,Kanyon
620,Female,18,Shoes,3,1800.51,Debit Card,30/10/2021,Mall of Istanbul
621,Male,42,Shoes,5,3000.85,Debit Card,19/05/2022,Istinye Park
622,Female,38,Shoes,4,2400.68,Debit Card,20/08/2022,Metrocity
623,Female,65,Technology,4,4200.0,Credit Card,22/06/2022,Kanyon
624,Male,24,Clothing,5,1500.4,Cash,21/08/2021,Cevahir AVM
625,Male,46,Clothing,1,300.08,Credit Card,13/05/2022,Kanyon
626,Male,37,Cosmetics,2,81.32,Cash,16/02/2022,Emaar Square Mall
627,Female,22,Technology,5,5250.0,Cash,14/10/2021,Metropol AVM
628,Female,64,Food & Beverage,5,26.15,Debit Card,21/05/2022,Kanyon
629,Female,47,Clothing,3,900.24,Cash,23/07/2022,Istinye Park
630,Male,65,Shoes,4,2400.68,Debit Card,11/2/21,Metrocity
631,Female,63,Clothing,3,900.24,Cash,25/04/2021,Metropol AVM
632,Male,65,Technology,3,3150.0,Cash,24/01/2023,Istinye Park
633,Male,33,Shoes,3,1800.51,Debit Card,14/08/2022,Zorlu Center
634,Female,43,Cosmetics,3,121.98,Debit Card,22/01/2023,Cevahir AVM
635,Female,55,Clothing,3,900.24,Credit Card,12/6/22,Kanyon
636,Female,39,Clothing,5,1500.4,Cash,24/02/2022,Kanyon
637,Female,66,Clothing,2,600.16,Credit Card,24/04/2022,Istinye Park
638,Male,29,Toys,4,143.36,Cash,1/7/22,Kanyon
639,Female,48,Food & Beverage,2,10.46,Cash,29/07/2021,Viaport Outlet
640,Female,38,Technology,3,3150.0,Cash,25/03/2022,Mall of Istanbul
641,Male,37,Clothing,2,600.16,Debit Card,15/05/2022,Metrocity
642,Male,33,Clothing,4,1200.32,Cash,25/02/2021,Mall of Istanbul
643,Male,25,Cosmetics,4,162.64,Cash,11/11/22,Mall of Istanbul
644,Female,34,Toys,3,107.52,Credit Card,17/12/2022,Metrocity
645,Male,60,Technology,1,1050.0,Cash,6/2/22,Emaar Square Mall
646,Female,64,Shoes,4,2400.68,Credit Card,4/4/22,Istinye Park
647,Female,29,Clothing,4,1200.32,Credit Card,26/10/2022,Kanyon
648,Female,42,Clothing,4,1200.32,Credit Card,14/09/2022,Metropol AVM
649,Female,39,Books,5,75.75,Cash,7/8/22,Kanyon
650,Female,48,Clothing,1,300.08,Cash,18/12/2022,Mall of Istanbul
651,Male,66,Clothing,5,1500.4,Credit Card,11/3/22,Metrocity
652,Male,34,Cosmetics,2,81.32,Cash,16/12/2022,Emaar Square Mall
653,Male,69,Souvenir,2,23.46,Credit Card,15/10/2021,Kanyon
654,Female,46,Food & Beverage,5,26.15,Credit Card,7/12/21,Viaport Outlet
655,Male,66,Souvenir,3,35.19,Cash,23/08/2021,Metropol AVM
656,Female,23,Clothing,4,1200.32,Credit Card,31/05/2021,Kanyon
657,Female,58,Shoes,1,600.17,Credit Card,30/05/2021,Viaport Outlet
658,Male,50,Clothing,2,600.16,Credit Card,10/1/22,Metrocity
659,Female,18,Souvenir,1,11.73,Credit Card,11/6/22,Kanyon
660,Male,50,Clothing,4,1200.32,Cash,6/6/22,Kanyon
661,Female,32,Cosmetics,4,162.64,Cash,27/12/2022,Zorlu Center
662,Female,24,Clothing,4,1200.32,Debit Card,5/3/22,Metropol AVM
663,Female,21,Food & Beverage,4,20.92,Cash,5/10/21,Istinye Park
664,Female,58,Food & Beverage,3,15.69,Cash,9/11/22,Metropol AVM
665,Female,33,Clothing,1,300.08,Cash,10/4/21,Metrocity
666,Female,45,Food & Beverage,3,15.69,Credit Card,18/06/2021,Metrocity
667,Female,34,Cosmetics,1,40.66,Credit Card,15/09/2021,Cevahir AVM
668,Male,38,Clothing,4,1200.32,Credit Card,12/12/22,Viaport Outlet
669,Female,29,Food & Beverage,1,5.23,Cash,14/11/2022,Metrocity
670,Female,66,Clothing,1,300.08,Cash,17/09/2021,Metrocity
671,Female,30,Clothing,3,900.24,Cash,1/3/23,Kanyon
672,Female,28,Food & Beverage,2,10.46,Cash,14/09/2022,Kanyon
673,Female,23,Cosmetics,1,40.66,Debit Card,28/11/2021,Forum Istanbul
674,Female,58,Clothing,5,1500.4,Debit Card,14/07/2021,Istinye Park
675,Male,21,Toys,2,71.68,Cash,15/08/2022,Forum Istanbul
676,Female,63,Technology,3,3150.0,Cash,18/04/2021,Mall of Istanbul
677,Male,31,Shoes,1,600.17,Cash,31/05/2022,Metrocity
678,Female,22,Clothing,4,1200.32,Debit Card,24/04/2021,Metropol AVM
679,Female,48,Books,3,45.45,Cash,16/02/2021,Kanyon
680,Female,57,Cosmetics,5,203.3,Cash,25/06/2021,Istinye Park
681,Female,49,Clothing,2,600.16,Credit Card,6/1/22,Metrocity
682,Male,46,Food & Beverage,2,10.46,Cash,8/6/21,Metrocity
683,Male,62,Food & Beverage,5,26.15,Credit Card,1/3/22,Mall of Istanbul
684,Male,35,Clothing,5,1500.4,Cash,28/07/2021,Mall of Istanbul
685,Male,48,Toys,1,35.84,Debit Card,20/07/2022,Metropol AVM
686,Female,21,Food & Beverage,4,20.92,Credit Card,20/07/2021,Metrocity
687,Female,69,Cosmetics,4,162.64,Debit Card,18/05/2022,Metrocity
688,Female,55,Clothing,1,300.08,Credit Card,16/03/2022,Kanyon
689,Female,42,Food & Beverage,4,20.92,Credit Card,4/2/23,Istinye Park
690,Male,61,Shoes,5,3000.85,Credit Card,11/1/22,Metropol AVM
691,Female,47,Toys,4,143.36,Cash,6/6/22,Mall of Istanbul
692,Male,65,Food & Beverage,3,15.69,Credit Card,21/12/2021,Cevahir AVM
693,Female,29,Food & Beverage,5,26.15,Cash,28/05/2022,Kanyon
694,Female,56,Clothing,2,600.16,Cash,23/01/2021,Metrocity
695,Male,25,Cosmetics,4,162.64,Debit Card,23/06/2021,Mall of Istanbul
696,Male,37,Cosmetics,1,40.66,Debit Card,15/08/2021,Metrocity
697,Male,32,Clothing,1,300.08,Cash,11/10/21,Istinye Park
698,Female,57,Shoes,1,600.17,Debit Card,1/7/22,Zorlu Center
699,Female,25,Food & Beverage,3,15.69,Cash,25/11/2022,Kanyon
700,Male,24,Cosmetics,3,121.98,Cash,14/11/2022,Kanyon
701,Female,55,Cosmetics,3,121.98,Cash,31/01/2021,Istinye Park
702,Female,54,Clothing,3,900.24,Debit Card,4/11/22,Viaport Outlet
703,Female,40,Clothing,5,1500.4,Credit Card,12/7/22,Cevahir AVM
704,Male,63,Souvenir,3,35.19,Debit Card,1/10/22,Emaar Square Mall
705,Male,49,Books,5,75.75,Debit Card,14/12/2021,Metrocity
706,Female,64,Cosmetics,1,40.66,Debit Card,14/02/2021,Mall of Istanbul
707,Female,23,Technology,5,5250.0,Credit Card,11/1/21,Kanyon
708,Female,48,Clothing,3,900.24,Credit Card,10/3/22,Kanyon
709,Female,43,Shoes,5,3000.85,Debit Card,5/8/21,Mall of Istanbul
710,Female,28,Food & Beverage,5,26.15,Cash,16/10/2022,Zorlu Center
711,Female,34,Cosmetics,3,121.98,Credit Card,18/11/2022,Zorlu Center
712,Female,39,Food & Beverage,1,5.23,Credit Card,27/02/2022,Zorlu Center
713,Male,43,Toys,3,107.52,Cash,19/06/2022,Mall of Istanbul
714,Female,57,Food & Beverage,1,5.23,Cash,25/07/2021,Forum Istanbul
715,Female,40,Clothing,4,1200.32,Credit Card,11/7/22,Viaport Outlet
716,Female,60,Clothing,5,1500.4,Credit Card,1/11/21,Istinye Park
717,Male,65,Toys,3,107.52,Debit Card,15/06/2021,Forum Istanbul
718,Male,62,Clothing,3,900.24,Cash,26/04/2022,Viaport Outlet
719,Female,25,Clothing,1,300.08,Credit Card,6/3/22,Istinye Park
720,Male,49,Shoes,2,1200.34,Cash,5/7/22,Kanyon
721,Female,54,Clothing,5,1500.4,Debit Card,4/7/22,Forum Istanbul
722,Female,29,Food & Beverage,3,15.69,Credit Card,24/10/2021,Forum Istanbul
723,Male,30,Shoes,2,1200.34,Debit Card,19/07/2021,Istinye Park
