invoice_no,customer_id,gender, age ,category,quantity,Price,payment_method,invoice_date,shopping_mall
I705623,C289298,Female,24,Food & Beverage,5,26.15,Credit Card,13/04/2021,Metrocity
I221879,C100745,Male,46,Technology,4,4200.0,Cash,22/01/2022,Cevahir AVM
I145994,C332603,Female,45,Souvenir,1,11.73,Cash,17/05/2022,Metropol AVM
I139342,C281489,Male,54,Shoes,5,3000.85,Credit Card,20/06/2022,Mall of Istanbul
I220711,C622135,Female,51,Cosmetics,5,203.3,Credit Card,16/04/2022,Emaar Square Mall
I115567,C256373,Male,54,Toys,3,107.52,Credit Card,3/1/23,Metropol AVM
I252875,C336993,Male,65,Shoes,2,1200.34,Cash,20/09/2021,Kanyon
I151741,C209041,Female,64,Clothing,4,1200.32,Credit Card,7/2/21,Metropol AVM
I169226,C123988,Male,20,Toys,3,107.52,Debit Card,30/10/2022,Kanyon
I194182,C195406,Female,52,Shoes,2,1200.34,Cash,5/8/21,Kanyon
I238315,C259658,Male,69,Toys,4,143.36,Cash,20/01/2021,Mall of Istanbul
I292155,C317367,Male,44,Clothing,5,1500.4,Cash,1/7/22,Mall of Istanbul
I218315,C435683,Female,58,Toys,1,35.84,Credit Card,9/3/22,Zorlu Center
I191637,C114244,Female,42,Clothing,5,1500.4,Credit Card,10/11/22,Kanyon
I338102,C216169,Female,54,Clothing,1,300.08,Credit Card,13/03/2021,Cevahir AVM
I209462,C114830,Male,34,Shoes,3,1800.51,Debit Card,24/07/2022,Mall of Istanbul
I104591,C615815,Male,60,Books,5,75.75,Credit Card,18/08/2022,Emaar Square Mall
I109939,C250022,Male,59,Souvenir,5,58.65,Cash,16/08/2021,Kanyon
I861335,C169123,Female,35,Clothing,5,1500.4,Debit Card,14/11/2022,Mall of Istanbul
I212073,C256942,Female,47,Food & Beverage,4,20.92,Cash,12/2/22,Viaport Outlet
I134733,C178598,Male,60,Cosmetics,4,162.64,Debit Card,24/01/2021,Mall of Istanbul
I365278,C367781,Male,41,Shoes,2,1200.34,Debit Card,23/01/2021,Emaar Square Mall
I967804,C285715,Male,55,Clothing,5,1500.4,Cash,13/08/2021,Mall of Istanbul
I188922,C288564,Female,35,Clothing,5,1500.4,Cash,2/2/23,Mall of Istanbul
I125188,C292598,Male,69,Toys,2,71.68,Cash,29/07/2021,Mall of Istanbul
I603978,C225310,Female,40,Food & Beverage,3,15.69,Credit Card,9/2/23,Kanyon
I160305,C306225,Female,57,Cosmetics,4,162.64,Credit Card,21/07/2022,Kanyon
I928630,C258095,Male,34,Food & Beverage,3,15.69,Cash,15/12/2021,Cevahir AVM
I102223,C339595,Female,29,Clothing,3,900.24,Cash,31/01/2022,Mall of Istanbul
I100923,C139812,Female,41,Food & Beverage,1,5.23,Credit Card,8/4/22,Istinye Park
I600031,C133838,Male,57,Clothing,1,300.08,Credit Card,29/04/2021,Mall of Istanbul
I118229,C224029,Male,32,Cosmetics,5,203.3,Credit Card,19/10/2022,Metrocity
I142271,C188949,Female,37,Clothing,3,900.24,Cash,16/08/2022,Metropol AVM
I117231,C147597,Male,30,Cosmetics,1,40.66,Credit Card,8/10/21,Viaport Outlet
I215725,C309136,Male,22,Clothing,4,1200.32,Cash,9/9/21,Cevahir AVM
I207891,C248419,Female,35,Clothing,1,300.08,Debit Card,11/9/21,Metropol AVM
I309802,C985712,Male,52,Shoes,1,600.17,Debit Card,18/06/2022,Istinye Park
I225577,C334505,Female,49,Toys,2,71.68,Credit Card,6/11/21,Metrocity
I244229,C321410,Female,55,Clothing,2,600.16,Cash,10/8/21,Metropol AVM
I368782,C807269,Male,19,Toys,2,71.68,Cash,18/02/2023,Kanyon
I230353,C860035,Female,65,Clothing,2,600.16,Credit Card,10/7/22,Forum Istanbul
I319583,C120366,Male,69,Food & Beverage,4,20.92,Credit Card,25/08/2021,Zorlu Center
I631535,C199104,Female,27,Cosmetics,1,40.66,Debit Card,19/09/2022,Emaar Square Mall
I316110,C265624,Male,66,Technology,3,3150.0,Credit Card,21/05/2022,Istinye Park
I286491,C190011,Male,25,Food & Beverage,5,26.15,Cash,28/06/2022,Emaar Square Mall
I518762,C282408,Male,46,Clothing,1,300.08,Cash,23/07/2022,Metropol AVM
I276024,C339321,Female,27,Clothing,3,900.24,Cash,21/11/2021,Metrocity
I135148,C123964,Female,66,Souvenir,5,58.65,Credit Card,1/8/22,Emaar Square Mall
I334775,C130214,Male,47,Clothing,3,900.24,Cash,28/03/2022,Viaport Outlet
I107970,C329705,Female,40,Shoes,5,3000.85,Debit Card,5/8/21,Kanyon
I974519,C104615,Female,48,Cosmetics,5,203.3,Credit Card,28/05/2022,Kanyon
I186761,C149072,Female,60,Clothing,2,600.16,Credit Card,3/12/22,Zorlu Center
I297338,C155790,Female,31,Food & Beverage,1,5.23,Credit Card,30/10/2021,Mall of Istanbul
I980263,C308499,Female,47,Toys,2,71.68,Cash,8/8/22,Viaport Outlet
I200274,C263406,Female,29,Shoes,3,1800.51,Credit Card,26/06/2021,Metrocity
I282012,C256039,Female,30,Souvenir,3,35.19,Debit Card,22/03/2022,Mall of Istanbul
I308071,C669763,Male,18,Clothing,2,600.16,Cash,20/04/2021,Kanyon
I137611,C150445,Female,32,Cosmetics,5,203.3,Debit Card,24/08/2022,Mall of Istanbul
I253693,C324559,Male,34,Shoes,5,3000.85,Credit Card,20/04/2021,Kanyon
I158703,C879947,Female,57,Cosmetics,5,203.3,Debit Card,4/1/23,Kanyon
I333223,C201697,Female,67,Clothing,5,1500.4,Credit Card,12/4/21,Metrocity
I120594,C176011,Female,57,Toys,4,143.36,Cash,19/09/2022,Metropol AVM
I143489,C339319,Female,35,Clothing,5,1500.4,Cash,23/01/2022,Mall of Istanbul
I185540,C807969,Male,61,Food & Beverage,3,15.69,Debit Card,18/03/2022,Metrocity
I887932,C216378,Male,41,Books,3,45.45,Credit Card,16/01/2022,Metropol AVM
I115472,C273127,Male,41,Books,4,60.6,Cash,3/3/22,Istinye Park
I296790,C124997,Male,37,Clothing,4,1200.32,Debit Card,21/02/2021,Kanyon
I240912,C271519,Female,50,Clothing,4,1200.32,Cash,21/04/2022,Istinye Park
I314197,C644472,Female,34,Toys,1,35.84,Cash,9/4/22,Forum Istanbul
I158940,C167782,Female,19,Clothing,5,1500.4,Debit Card,18/11/2021,Mall of Istanbul
I182116,C116802,Male,66,Cosmetics,4,162.64,Credit Card,31/01/2023,Metrocity
I264652,C123916,Male,27,Clothing,2,600.16,Debit Card,9/11/21,Mall of Istanbul
I694829,C140741,Female,61,Food & Beverage,5,26.15,Credit Card,12/11/22,Metropol AVM
I140450,C298680,Male,36,Clothing,4,1200.32,Credit Card,26/10/2022,Metrocity
I153055,C153021,Male,56,Cosmetics,5,203.3,Debit Card,14/08/2021,Metropol AVM
I308522,C147643,Male,44,Souvenir,4,46.92,Credit Card,21/01/2023,Kanyon
I793230,C324267,Female,35,Clothing,4,1200.32,Cash,13/07/2022,Kanyon
I335774,C223034,Female,27,Clothing,1,300.08,Cash,5/4/21,Metrocity
I899332,C111236,Female,33,Food & Beverage,2,10.46,Credit Card,12/12/21,Forum Istanbul
I520269,C450399,Female,35,Books,1,15.15,Cash,9/11/22,Mall of Istanbul
I172241,C294327,Female,18,Shoes,3,1800.51,Credit Card,29/04/2021,Metrocity
I103290,C291390,Male,32,Clothing,5,1500.4,Credit Card,13/06/2022,Metropol AVM
I336452,C201896,Female,53,Shoes,2,1200.34,Cash,26/09/2021,Mall of Istanbul
I834420,C314339,Female,28,Clothing,1,300.08,Debit Card,13/11/2022,Cevahir AVM
I320286,C199355,Female,27,Toys,5,179.2,Credit Card,16/11/2022,Kanyon
I252365,C124405,Male,42,Cosmetics,2,81.32,Debit Card,7/7/21,Metrocity
I596750,C310256,Male,27,Clothing,2,600.16,Cash,24/12/2021,Kanyon
I339207,C410205,Male,54,Clothing,2,600.16,Cash,13/12/2022,Forum Istanbul
I333010,C173272,Male,60,Souvenir,1,11.73,Cash,17/07/2021,Zorlu Center
I328405,C248683,Female,65,Cosmetics,3,121.98,Cash,26/02/2021,Forum Istanbul
I973398,C101751,Male,32,Cosmetics,2,81.32,Cash,30/07/2022,Metrocity
I315464,C315523,Male,35,Food & Beverage,1,5.23,Cash,9/9/21,Metrocity
I209773,C738972,Female,28,Books,4,60.6,Cash,20/11/2021,Metropol AVM
I741436,C833435,Female,19,Souvenir,4,46.92,Cash,13/10/2022,Mall of Istanbul
I112437,C227952,Female,18,Technology,1,1050.0,Debit Card,25/06/2021,Istinye Park
I104377,C321514,Female,55,Clothing,5,1500.4,Debit Card,9/5/21,Istinye Park
I638352,C152680,Male,34,Souvenir,3,35.19,Credit Card,7/1/21,Kanyon
I138652,C162945,Female,53,Cosmetics,4,162.64,Credit Card,26/03/2021,Viaport Outlet
I621872,C230726,Female,41,Shoes,4,2400.68,Cash,22/08/2022,Mall of Istanbul
I294738,C336014,Male,43,Cosmetics,5,203.3,Debit Card,9/4/21,Kanyon
I256912,C387493,Female,22,Shoes,4,2400.68,Credit Card,29/07/2021,Metropol AVM
I969099,C752526,Male,57,Clothing,5,1500.4,Debit Card,25/06/2022,Kanyon
I146934,C582708,Female,34,Clothing,1,300.08,Credit Card,9/6/21,Metropol AVM
I158374,C322065,Male,48,Clothing,4,1200.32,Cash,1/5/22,Mall of Istanbul
I242720,C232411,Female,26,Cosmetics,3,121.98,Cash,24/01/2021,Cevahir AVM
I190689,C207072,Female,48,Clothing,2,600.16,Credit Card,24/11/2021,Metropol AVM
I324203,C330112,Female,68,Clothing,3,900.24,Credit Card,9/4/22,Metropol AVM
I242790,C142416,Female,37,Books,1,15.15,Credit Card,8/2/21,Kanyon
I154788,C549422,Male,31,Cosmetics,1,40.66,Credit Card,13/08/2022,Emaar Square Mall
I412082,C160427,Male,32,Clothing,5,1500.4,Credit Card,27/01/2021,Mall of Istanbul
I265775,C570945,Female,44,Clothing,4,1200.32,Cash,22/04/2021,Mall of Istanbul
I252895,C221358,Female,45,Clothing,4,1200.32,Cash,9/10/22,Istinye Park
I328437,C570354,Female,45,Clothing,3,900.24,Cash,9/5/21,Kanyon
I248496,C517202,Female,65,Shoes,5,3000.85,Cash,8/6/22,Metropol AVM
I803980,C299140,Female,43,Food & Beverage,3,15.69,Cash,16/06/2022,Kanyon
I745672,C135548,Female,69,Toys,5,179.2,Credit Card,12/3/21,Kanyon
I455154,C311527,Female,40,Cosmetics,4,162.64,Credit Card,28/05/2021,Istinye Park
I634223,C208787,Female,36,Clothing,2,600.16,Credit Card,14/10/2022,Kanyon
I644562,C763299,Male,35,Clothing,4,1200.32,Credit Card,12/10/21,Kanyon
I268616,C236676,Female,47,Clothing,4,1200.32,Cash,23/02/2021,Mall of Istanbul
I182438,C190537,Male,52,Souvenir,3,35.19,Cash,30/09/2021,Kanyon
I150864,C681789,Female,33,Clothing,3,900.24,Debit Card,14/02/2023,Cevahir AVM
I309665,C226497,Female,19,Clothing,2,600.16,Cash,19/02/2023,Istinye Park
I170794,C272709,Male,25,Clothing,5,1500.4,Cash,4/3/21,Metropol AVM
I134053,C472747,Female,67,Cosmetics,5,203.3,Cash,25/08/2021,Istinye Park
I340216,C246504,Male,35,Shoes,2,1200.34,Credit Card,16/11/2022,Kanyon
I191125,C146959,Male,28,Toys,4,143.36,Cash,2/8/21,Mall of Istanbul
I698258,C316274,Female,31,Souvenir,3,35.19,Cash,11/5/21,Kanyon
I410711,C217829,Male,28,Books,3,45.45,Credit Card,11/7/22,Kanyon
I220435,C233806,Male,26,Cosmetics,4,162.64,Cash,8/6/21,Kanyon
I637123,C313520,Female,27,Food & Beverage,1,5.23,Cash,17/09/2021,Kanyon
I258495,C268604,Male,35,Souvenir,3,35.19,Cash,15/08/2021,Mall of Istanbul
I327802,C448980,Female,28,Shoes,2,1200.34,Credit Card,16/11/2021,Istinye Park
I279381,C174631,Female,26,Clothing,1,300.08,Cash,17/04/2021,Kanyon
I292949,C114212,Male,22,Cosmetics,3,121.98,Credit Card,18/07/2022,Kanyon
I807809,C338954,Female,40,Clothing,2,600.16,Debit Card,29/08/2022,Metrocity
I396116,C457446,Female,67,Clothing,3,900.24,Credit Card,12/4/22,Metropol AVM
I216919,C262706,Female,53,Shoes,4,2400.68,Credit Card,26/02/2021,Mall of Istanbul
I102666,C114925,Male,66,Shoes,5,3000.85,Cash,3/1/22,Mall of Istanbul
I812736,C708745,Female,33,Clothing,4,1200.32,Credit Card,9/5/21,Cevahir AVM
I187909,C145320,Female,51,Toys,1,35.84,Credit Card,17/05/2021,Forum Istanbul
I304446,C587958,Female,39,Cosmetics,4,162.64,Credit Card,3/10/22,Kanyon
I205132,C103555,Male,38,Shoes,3,1800.51,Debit Card,26/04/2022,Mall of Istanbul
I797772,C675087,Female,62,Technology,5,5250.0,Credit Card,17/06/2022,Viaport Outlet
I269893,C267427,Female,32,Books,2,30.3,Cash,4/5/21,Mall of Istanbul
I255232,C656662,Male,62,Food & Beverage,4,20.92,Cash,24/07/2022,Kanyon
I215197,C124947,Female,68,Cosmetics,4,162.64,Credit Card,17/07/2021,Metropol AVM
I628927,C867171,Male,36,Books,3,45.45,Credit Card,11/5/22,Istinye Park
I320173,C224313,Female,27,Clothing,1,300.08,Credit Card,31/01/2023,Emaar Square Mall
I297323,C299432,Male,67,Books,2,30.3,Debit Card,24/08/2021,Mall of Istanbul
I250762,C119991,Male,45,Clothing,5,1500.4,Debit Card,5/4/21,Kanyon
I158383,C410808,Female,39,Food & Beverage,3,15.69,Cash,13/08/2021,Kanyon
I286971,C202338,Female,59,Clothing,1,300.08,Credit Card,9/12/22,Forum Istanbul
I128752,C224227,Female,34,Books,5,75.75,Cash,13/09/2022,Metropol AVM
I237289,C306096,Male,21,Clothing,4,1200.32,Cash,30/04/2022,Metrocity
I674378,C331865,Female,67,Souvenir,5,58.65,Credit Card,8/7/22,Istinye Park
I273601,C814877,Male,57,Food & Beverage,1,5.23,Debit Card,7/2/21,Mall of Istanbul
I290081,C105480,Female,24,Clothing,1,300.08,Cash,6/5/21,Metropol AVM
I315043,C304900,Male,37,Souvenir,2,23.46,Cash,11/1/23,Metrocity
I299338,C304293,Female,63,Clothing,2,600.16,Cash,27/02/2022,Metrocity
I240575,C303321,Female,42,Clothing,5,1500.4,Credit Card,7/8/22,Metropol AVM
I318763,C189202,Male,40,Cosmetics,1,40.66,Cash,21/02/2021,Metrocity
I142866,C190952,Female,37,Clothing,2,600.16,Debit Card,3/9/21,Viaport Outlet
I178312,C307384,Female,50,Clothing,2,600.16,Cash,1/7/22,Zorlu Center
I195006,C287741,Female,53,Shoes,3,1800.51,Debit Card,6/3/22,Mall of Istanbul
I121293,C247501,Female,69,Toys,4,143.36,Cash,22/10/2021,Kanyon
I324020,C632860,Female,22,Clothing,1,300.08,Cash,5/1/23,Mall of Istanbul
I319359,C355531,Female,48,Souvenir,3,35.19,Debit Card,21/04/2021,Metropol AVM
I953436,C235526,Male,69,Clothing,2,600.16,Debit Card,30/09/2022,Metrocity
I102417,C381679,Female,44,Food & Beverage,4,20.92,Debit Card,16/06/2021,Metrocity
I294151,C243614,Male,67,Clothing,3,900.24,Cash,14/01/2022,Kanyon
I239318,C309866,Male,35,Cosmetics,4,162.64,Cash,12/11/21,Metropol AVM
I145816,C315593,Male,57,Food & Beverage,2,10.46,Credit Card,9/9/21,Zorlu Center
I173444,C422499,Male,39,Books,2,30.3,Cash,5/3/23,Metrocity
I190250,C260087,Male,41,Toys,4,143.36,Cash,29/01/2022,Istinye Park
I255052,C157797,Female,62,Clothing,1,300.08,Credit Card,15/03/2021,Mall of Istanbul
I331279,C320325,Male,29,Clothing,3,900.24,Cash,5/1/22,Metropol AVM
I189893,C260148,Female,39,Food & Beverage,4,20.92,Cash,11/6/21,Forum Istanbul
I287446,C320641,Male,68,Souvenir,4,46.92,Credit Card,19/04/2022,Istinye Park
I250018,C510039,Female,47,Toys,5,179.2,Credit Card,24/04/2022,Kanyon
I213821,C310953,Female,31,Food & Beverage,1,5.23,Cash,12/12/21,Istinye Park
I285994,C897547,Female,35,Books,3,45.45,Credit Card,3/11/21,Viaport Outlet
I239861,C201779,Female,32,Clothing,1,300.08,Credit Card,9/4/22,Mall of Istanbul
I338048,C398150,Female,41,Clothing,3,900.24,Credit Card,17/11/2021,Zorlu Center
I223872,C812638,Female,27,Food & Beverage,2,10.46,Debit Card,12/3/21,Zorlu Center
I230509,C909779,Female,58,Clothing,2,600.16,Cash,18/03/2021,Istinye Park
I327654,C162492,Male,18,Clothing,4,1200.32,Debit Card,7/9/22,Metropol AVM
I191978,C296645,Male,48,Books,5,75.75,Cash,4/9/22,Metrocity
I217085,C770317,Female,31,Food & Beverage,5,26.15,Cash,5/10/22,Mall of Istanbul
I322554,C246549,Female,51,Books,5,75.75,Debit Card,17/05/2022,Istinye Park
I575449,C236785,Female,43,Clothing,1,300.08,Cash,13/04/2021,Mall of Istanbul
I357989,C464597,Female,41,Shoes,2,1200.34,Cash,15/12/2021,Metrocity
I261961,C928156,Male,65,Clothing,5,1500.4,Credit Card,26/03/2021,Istinye Park
I255457,C210012,Male,19,Food & Beverage,5,26.15,Debit Card,8/12/22,Cevahir AVM
I108887,C715969,Female,39,Clothing,5,1500.4,Cash,26/08/2021,Viaport Outlet
I209648,C284871,Male,21,Souvenir,5,58.65,Cash,30/03/2021,Mall of Istanbul
I131615,C295176,Female,18,Food & Beverage,5,26.15,Credit Card,21/10/2022,Metrocity
I167729,C422243,Female,51,Cosmetics,3,121.98,Credit Card,6/11/21,Metropol AVM
I149673,C538460,Male,50,Clothing,1,300.08,Cash,25/06/2021,Mall of Istanbul
I261018,C706658,Female,49,Clothing,2,600.16,Cash,3/12/21,Metrocity
I189689,C220014,Female,66,Shoes,4,2400.68,Debit Card,28/02/2021,Mall of Istanbul
I269039,C127325,Female,56,Toys,3,107.52,Cash,9/8/22,Viaport Outlet
I241791,C189623,Female,24,Cosmetics,5,203.3,Credit Card,11/5/21,Istinye Park
I247076,C344871,Male,35,Food & Beverage,2,10.46,Credit Card,22/07/2021,Kanyon
I306893,C214414,Male,20,Books,4,60.6,Cash,18/04/2022,Zorlu Center
I250658,C246797,Female,61,Toys,4,143.36,Debit Card,3/8/22,Istinye Park
I529119,C164087,Male,39,Clothing,3,900.24,Credit Card,6/3/22,Metrocity
I455544,C183857,Male,52,Cosmetics,4,162.64,Credit Card,29/09/2022,Kanyon
I187882,C683839,Female,60,Books,1,15.15,Credit Card,26/10/2021,Emaar Square Mall
I329628,C112823,Female,33,Clothing,3,900.24,Cash,25/02/2023,Emaar Square Mall
I119466,C220908,Female,24,Toys,4,143.36,Debit Card,16/01/2022,Metrocity
I249922,C197356,Male,26,Clothing,4,1200.32,Credit Card,6/2/22,Mall of Istanbul
I116339,C126092,Female,55,Clothing,4,1200.32,Credit Card,20/06/2022,Mall of Istanbul
I797307,C273092,Male,25,Cosmetics,1,40.66,Cash,20/10/2021,Metropol AVM
I246773,C263217,Male,69,Food & Beverage,1,5.23,Credit Card,23/11/2021,Istinye Park
I295513,C619461,Female,67,Toys,3,107.52,Cash,20/12/2022,Mall of Istanbul
I223236,C338192,Female,35,Food & Beverage,1,5.23,Debit Card,19/11/2022,Metrocity
I296574,C124872,Female,60,Cosmetics,1,40.66,Cash,27/04/2022,Zorlu Center
I709696,C108959,Female,30,Clothing,2,600.16,Cash,30/11/2021,Istinye Park
I821481,C112341,Female,58,Cosmetics,5,203.3,Cash,5/12/22,Metrocity
I248909,C257667,Male,29,Toys,2,71.68,Cash,4/11/21,Zorlu Center
I943869,C300529,Female,48,Food & Beverage,1,5.23,Cash,18/07/2021,Kanyon
I130470,C558486,Female,53,Technology,4,4200.0,Credit Card,27/06/2021,Kanyon
I984793,C232670,Female,37,Clothing,1,300.08,Cash,26/04/2022,Kanyon
I306954,C149081,Female,48,Food & Beverage,3,15.69,Cash,22/03/2021,Zorlu Center
I107308,C255135,Male,18,Food & Beverage,1,5.23,Debit Card,25/02/2022,Metrocity
I302099,C221684,Male,42,Clothing,5,1500.4,Credit Card,28/08/2021,Kanyon
I133828,C324998,Female,49,Clothing,4,1200.32,Credit Card,18/04/2022,Cevahir AVM
I128681,C302917,Female,28,Toys,2,71.68,Debit Card,31/03/2021,Metrocity
I279388,C324239,Male,63,Toys,5,179.2,Cash,3/4/21,Metropol AVM
I534285,C227767,Male,69,Toys,2,71.68,Credit Card,10/12/22,Forum Istanbul
I207583,C102029,Female,29,Cosmetics,1,40.66,Credit Card,7/6/21,Forum Istanbul
I445875,C171347,Female,39,Clothing,2,600.16,Cash,27/07/2022,Metrocity
I235395,C282572,Female,68,Cosmetics,3,121.98,Cash,27/10/2022,Metropol AVM
I123577,C289130,Female,51,Cosmetics,2,81.32,Credit Card,17/01/2021,Kanyon
I950545,C166351,Female,18,Clothing,4,1200.32,Credit Card,26/07/2022,Viaport Outlet
I280649,C328233,Female,47,Clothing,5,1500.4,Debit Card,10/2/22,Metrocity
I183413,C103200,Male,42,Food & Beverage,5,26.15,Cash,31/07/2022,Cevahir AVM
I890257,C118292,Male,58,Cosmetics,3,121.98,Cash,29/10/2021,Forum Istanbul
I335502,C220932,Male,46,Food & Beverage,3,15.69,Credit Card,20/12/2022,Kanyon
I231413,C904568,Female,66,Clothing,3,900.24,Debit Card,27/08/2021,Istinye Park
I124869,C158960,Male,44,Clothing,3,900.24,Debit Card,21/07/2021,Emaar Square Mall
I314082,C207661,Female,26,Cosmetics,4,162.64,Cash,21/12/2021,Mall of Istanbul
I106401,C276840,Male,21,Clothing,1,300.08,Debit Card,16/04/2022,Cevahir AVM
I272211,C134276,Female,62,Cosmetics,2,81.32,Cash,20/03/2021,Kanyon
I110558,C215128,Male,45,Toys,2,71.68,Credit Card,11/11/21,Istinye Park
I285212,C182294,Female,25,Technology,2,2100.0,Debit Card,23/09/2022,Mall of Istanbul
I272153,C310612,Female,20,Toys,5,179.2,Cash,21/01/2021,Metrocity
I278960,C231042,Male,57,Food & Beverage,3,15.69,Credit Card,19/06/2021,Viaport Outlet
I913414,C420533,Female,44,Clothing,2,600.16,Debit Card,12/11/22,Metropol AVM
I131783,C161665,Female,21,Souvenir,4,46.92,Cash,20/03/2022,Mall of Istanbul
I177556,C121897,Female,30,Toys,1,35.84,Debit Card,19/05/2021,Metrocity
I385546,C284794,Male,51,Technology,2,2100.0,Credit Card,16/02/2021,Metrocity
I267647,C287212,Female,48,Clothing,4,1200.32,Debit Card,9/10/21,Mall of Istanbul
I267728,C311489,Male,66,Clothing,5,1500.4,Cash,22/07/2022,Metropol AVM
I292073,C230834,Female,22,Food & Beverage,2,10.46,Cash,25/03/2021,Metrocity
I230730,C706936,Male,25,Books,2,30.3,Cash,26/07/2021,Emaar Square Mall
I229949,C328365,Female,33,Food & Beverage,4,20.92,Credit Card,16/06/2022,Mall of Istanbul
I300117,C968038,Female,60,Clothing,3,900.24,Debit Card,3/1/23,Metrocity
I415096,C175557,Female,18,Toys,4,143.36,Credit Card,10/2/21,Viaport Outlet
I231786,C857823,Female,45,Cosmetics,1,40.66,Cash,22/07/2021,Forum Istanbul
I171012,C205778,Female,35,Souvenir,1,11.73,Cash,7/10/22,Metropol AVM
I664543,C244807,Female,57,Cosmetics,2,81.32,Debit Card,9/1/22,Zorlu Center
I187952,C234397,Female,61,Cosmetics,4,162.64,Cash,22/09/2022,Istinye Park
I253335,C365335,Male,23,Clothing,2,600.16,Credit Card,7/5/21,Zorlu Center
I923279,C717516,Female,26,Toys,5,179.2,Credit Card,29/10/2021,Kanyon
I257076,C307254,Male,45,Souvenir,2,23.46,Cash,18/01/2022,Zorlu Center
I454463,C433251,Male,25,Souvenir,1,11.73,Debit Card,30/06/2022,Metropol AVM
I169626,C199095,Female,51,Cosmetics,4,162.64,Credit Card,3/7/21,Zorlu Center
I280654,C149629,Female,23,Clothing,1,300.08,Cash,22/08/2022,Metropol AVM
I625238,C318042,Female,56,Clothing,5,1500.4,Cash,3/10/21,Mall of Istanbul
I489564,C104286,Male,57,Food & Beverage,4,20.92,Cash,10/3/21,Mall of Istanbul
I953272,C310708,Male,30,Toys,2,71.68,Debit Card,5/2/22,Viaport Outlet
I127059,C985814,Male,27,Toys,4,143.36,Credit Card,19/07/2022,Mall of Istanbul
I118972,C176498,Male,27,Clothing,2,600.16,Credit Card,1/3/21,Mall of Istanbul
I168980,C159857,Male,66,Clothing,1,300.08,Debit Card,24/10/2021,Metropol AVM
I135280,C164420,Female,69,Souvenir,5,58.65,Cash,29/10/2022,Kanyon
I274964,C318592,Male,68,Clothing,4,1200.32,Cash,17/06/2022,Mall of Istanbul
I127940,C196583,Female,66,Cosmetics,3,121.98,Credit Card,9/5/21,Viaport Outlet
I129140,C124188,Male,49,Shoes,2,1200.34,Cash,3/5/22,Kanyon
I184023,C213231,Female,48,Clothing,5,1500.4,Cash,20/08/2021,Mall of Istanbul
I385487,C225558,Male,65,Shoes,5,3000.85,Credit Card,12/10/21,Metrocity
I165822,C241351,Female,52,Food & Beverage,3,15.69,Credit Card,26/12/2021,Metropol AVM
I302943,C640874,Female,32,Clothing,4,1200.32,Debit Card,15/06/2021,Metrocity
I531430,C249115,Female,68,Food & Beverage,2,10.46,Credit Card,28/11/2022,Mall of Istanbul
I262046,C843477,Female,47,Clothing,1,300.08,Credit Card,28/06/2022,Kanyon
I129084,C718174,Male,20,Clothing,5,1500.4,Cash,25/04/2021,Istinye Park
I198144,C179241,Male,31,Clothing,3,900.24,Cash,12/2/22,Metropol AVM
I160696,C306185,Male,60,Food & Beverage,3,15.69,Cash,17/06/2022,Mall of Istanbul
I259095,C209104,Male,34,Clothing,5,1500.4,Debit Card,24/11/2021,Metrocity
I118486,C160314,Female,36,Cosmetics,3,121.98,Credit Card,27/05/2022,Kanyon
I101115,C540954,Female,30,Cosmetics,4,162.64,Credit Card,1/8/21,Metrocity
