,index,invoice_no,customer_id,gender, age ,category,quantity,Price,payment_method,invoice_date,shopping_mall
939,96692,I198352,C215237,Male,49,Toys,2,71.68,Credit Card,2/1/23,Kanyon
2033,79860,I138809,C201320,Male,19,Souvenir,5,58.65,Credit Card,3/7/22,Mall of Istanbul
1438,53993,I337401,C383381,Female,61,Cosmetics,1,40.66,Cash,6/1/21,Kanyon
4675,95511,I151358,C288180,Female,69,Toys,2,71.68,Cash,17/01/2021,Mall of Istanbul
3708,88964,I287983,C191152,Female,59,Technology,2,2100,Credit Card,3/7/21,Mall of Istanbul
1670,71969,I104054,C289142,Male,50,Shoes,3,1800.51,Debit Card,19/09/2021,Mall of Istanbul
3282,84444,I294211,C249993,Female,59,Technology,4,4200,Cash,24/06/2021,Mall of Istanbul
799,31566,I412902,C340041,Female,27,Clothing,1,300.08,Cash,18/12/2021,Istinye Park
1310,29127,I222947,C765386,Female,47,Clothing,2,600.16,Cash,16/11/2021,Mall of Istanbul
591,28296,I274964,C318592,Male,68,Clothing,4,1200.32,Cash,17/06/2022,Mall of Istanbul
1416,31913,I200805,C999995,Female,57,Clothing,2,600.16,Cash,30/07/2021,Kanyon
4281,33349,I482349,C196794,Female,27,Clothing,2,600.16,Cash,30/10/2022,Metrocity
3076,29038,I215120,C581974,Female,68,Clothing,5,1500.4,Credit Card,30/05/2021,Mall of Istanbul
195,96327,I290637,C615868,Male,41,Toys,1,35.84,Credit Card,24/03/2021,Istinye Park
2057,42432,I181433,C609576,Female,67,Cosmetics,3,121.98,Debit Card,13/07/2021,Kanyon
4393,34967,I241531,C116942,Male,36,Clothing,3,900.24,Cash,21/02/2022,Kanyon
4575,25354,I337975,C973460,Female,41,Clothing,1,300.08,Debit Card,15/01/2023,Cevahir AVM
3193,94628,I525522,C253949,Male,45,Toys,5,179.2,Cash,2/1/23,Kanyon
1317,55626,I281414,C159441,Female,48,Food & Beverage,1,5.23,Credit Card,26/02/2023,Istinye Park
367,93903,I980263,C308499,Female,47,Toys,2,71.68,Cash,8/8/22,Viaport Outlet
872,38394,I334798,C260525,Male,40,Clothing,4,1200.32,Credit Card,7/9/22,Metropol AVM
3358,48910,I461707,C188763,Male,29,Cosmetics,5,203.3,Cash,10/10/22,Viaport Outlet
1412,88501,I580924,C323396,Male,46,Technology,5,5250,Cash,22/04/2022,Mall of Istanbul
2135,62614,I624387,C278637,Male,29,Food & Beverage,4,20.92,Cash,22/01/2022,Kanyon
4506,57845,I204713,C276463,Male,51,Food & Beverage,4,20.92,Credit Card,30/08/2021,Mall of Istanbul
3680,51998,I289292,C556822,Male,69,Cosmetics,1,40.66,Credit Card,25/05/2021,Kanyon
4006,81505,I170840,C613124,Female,34,Souvenir,4,46.92,Cash,1/5/22,Kanyon
3351,94151,I532790,C228190,Female,58,Toys,2,71.68,Credit Card,26/08/2021,Forum Istanbul
2476,32456,I430806,C306329,Female,18,Clothing,5,1500.4,Credit Card,3/2/22,Emaar Square Mall
4871,62729,I734302,C334239,Female,54,Food & Beverage,1,5.23,Credit Card,10/9/22,Mall of Istanbul
1318,43157,I294874,C720474,Female,35,Cosmetics,2,81.32,Cash,1/9/21,Kanyon
3029,81749,I818944,C291539,Female,59,Souvenir,1,11.73,Cash,15/02/2023,Istinye Park
2409,14645,I325391,C232169,Female,65,Clothing,1,300.08,Credit Card,28/09/2021,Kanyon
1637,80184,I216825,C302035,Male,49,Souvenir,4,46.92,Credit Card,18/05/2021,Metrocity
2480,3271,I133328,C307049,Male,27,Books,1,15.15,Credit Card,5/3/21,Kanyon
1096,62396,I249554,C259242,Male,61,Food & Beverage,5,26.15,Cash,20/06/2022,Kanyon
4175,56156,I314613,C171534,Female,64,Food & Beverage,4,20.92,Cash,18/01/2022,Cevahir AVM
4804,87523,I195688,C154318,Female,46,Technology,2,2100,Cash,13/01/2021,Istinye Park
3673,86291,I282154,C427594,Female,47,Technology,4,4200,Cash,16/03/2022,Istinye Park
3379,18379,I274091,C125118,Female,66,Clothing,1,300.08,Credit Card,7/11/22,Zorlu Center
2677,44950,I964167,C246646,Male,41,Cosmetics,5,203.3,Cash,13/05/2022,Mall of Istanbul
2008,73619,I232368,C376513,Female,26,Shoes,5,3000.85,Cash,12/2/23,Metrocity
637,29618,I113374,C250494,Female,66,Clothing,2,600.16,Credit Card,24/04/2022,Istinye Park
3291,85984,I225706,C277483,Female,60,Technology,2,2100,Credit Card,6/11/22,Emaar Square Mall
1547,98191,I286161,C967546,Male,59,Toys,4,143.36,Cash,9/2/22,Metrocity
101,86414,I306655,C117709,Female,69,Technology,2,2100,Debit Card,14/01/2023,Mall of Istanbul
3572,44880,I681676,C299850,Male,59,Cosmetics,3,121.98,Credit Card,6/3/21,Metrocity
818,59706,I151353,C282416,Female,39,Food & Beverage,5,26.15,Credit Card,5/4/22,Kanyon
3997,8428,I164770,C933769,Female,52,Clothing,4,1200.32,Debit Card,4/8/22,Kanyon
2237,25957,I101280,C663744,Female,39,Clothing,2,600.16,Credit Card,26/03/2022,Mall of Istanbul
769,27823,I336756,C744248,Male,41,Clothing,1,300.08,Debit Card,4/10/21,Metrocity
4624,99372,I327729,C112185,Male,46,Toys,1,35.84,Cash,9/1/21,Istinye Park
2354,42458,I246506,C515980,Male,25,Cosmetics,2,81.32,Debit Card,27/02/2023,Forum Istanbul
3524,49867,I134575,C559332,Male,58,Cosmetics,4,162.64,Debit Card,24/03/2021,Istinye Park
1741,94034,I114088,C237799,Female,56,Toys,3,107.52,Debit Card,7/5/22,Metrocity
2932,42444,I835759,C334286,Male,46,Cosmetics,1,40.66,Cash,13/11/2022,Mall of Istanbul
2533,89580,I150897,C289704,Female,26,Toys,1,35.84,Debit Card,12/7/22,Emaar Square Mall
4132,45065,I500187,C411488,Female,34,Cosmetics,3,121.98,Cash,25/02/2023,Forum Istanbul
4052,4494,I129265,C140598,Male,49,Books,4,60.6,Cash,7/1/22,Kanyon
2828,70529,I102713,C259637,Female,27,Shoes,1,600.17,Cash,26/05/2022,Metrocity
365,14093,I186761,C149072,Female,60,Clothing,2,600.16,Credit Card,3/12/22,Zorlu Center
1626,20797,I548102,C106697,Female,25,Clothing,3,900.24,Cash,11/4/21,Metrocity
1542,93007,I172332,C169533,Female,31,Toys,1,35.84,Credit Card,3/2/22,Mall of Istanbul
508,24945,I108887,C715969,Female,39,Clothing,5,1500.4,Cash,26/08/2021,Viaport Outlet
745,54322,I836607,C196083,Female,18,Cosmetics,3,121.98,Cash,26/04/2022,Metrocity
3715,14299,I244811,C298921,Male,48,Clothing,1,300.08,Credit Card,30/08/2021,Cevahir AVM
3039,49161,I276252,C314007,Female,33,Cosmetics,1,40.66,Debit Card,1/12/21,Forum Istanbul
3900,49061,I112961,C118856,Female,27,Cosmetics,5,203.3,Debit Card,16/10/2021,Istinye Park
3089,99321,I332502,C862510,Male,68,Toys,4,143.36,Cash,12/1/23,Metrocity
2121,13712,I124240,C273596,Male,18,Clothing,4,1200.32,Credit Card,1/3/22,Istinye Park
4869,57422,I130185,C530046,Female,24,Food & Beverage,5,26.15,Debit Card,12/3/21,Emaar Square Mall
314,60140,I705623,C289298,Female,24,Food & Beverage,5,26.15,Credit Card,13/04/2021,Metrocity
2971,53377,I150021,C715915,Female,62,Cosmetics,3,121.98,Credit Card,26/01/2021,Forum Istanbul
4500,59241,I207539,C149045,Male,45,Food & Beverage,1,5.23,Debit Card,11/3/21,Kanyon
2104,89145,I189653,C143868,Female,66,Technology,2,2100,Cash,30/03/2021,Mall of Istanbul
3419,91905,I259225,C270130,Male,24,Toys,4,143.36,Credit Card,22/04/2021,Metrocity
130,88999,I214283,C132208,Male,26,Technology,2,2100,Debit Card,4/11/21,Viaport Outlet
897,25294,I348913,C123237,Male,48,Clothing,5,1500.4,Credit Card,24/02/2023,Cevahir AVM
3967,56956,I159303,C761720,Male,34,Food & Beverage,4,20.92,Credit Card,25/07/2021,Zorlu Center
2585,73836,I326144,C102477,Female,42,Shoes,2,1200.34,Cash,25/09/2022,Metrocity
727,18854,I225095,C207858,Male,69,Clothing,5,1500.4,Cash,5/2/21,Metropol AVM
3198,68636,I134111,C227608,Male,59,Food & Beverage,2,10.46,Debit Card,26/07/2021,Kanyon
1927,59499,I358224,C216869,Female,55,Food & Beverage,3,15.69,Debit Card,5/6/21,Emaar Square Mall
4187,23353,I169838,C737496,Male,29,Clothing,4,1200.32,Cash,4/9/21,Metropol AVM
1198,46237,I161388,C338434,Female,32,Cosmetics,2,81.32,Cash,16/05/2021,Cevahir AVM
820,47644,I332960,C301397,Female,41,Cosmetics,2,81.32,Credit Card,18/08/2021,Metropol AVM
2857,66111,I337068,C261560,Male,38,Food & Beverage,1,5.23,Credit Card,12/1/21,Forum Istanbul
613,49614,I484559,C222837,Female,34,Cosmetics,5,203.3,Credit Card,25/04/2022,Metropol AVM
597,31152,I302943,C640874,Female,32,Clothing,4,1200.32,Debit Card,15/06/2021,Metrocity
100,96353,I156417,C126806,Male,57,Toys,2,71.68,Debit Card,12/5/22,Metropol AVM
2650,62896,I287606,C985997,Male,66,Food & Beverage,4,20.92,Credit Card,27/01/2021,Emaar Square Mall
1668,548,I229255,C591906,Female,34,Books,2,30.3,Credit Card,12/9/21,Metropol AVM
2865,78700,I191535,C517348,Female,20,Shoes,3,1800.51,Cash,15/03/2022,Metrocity
1437,39280,I760581,C132071,Male,44,Clothing,5,1500.4,Credit Card,4/2/23,Istinye Park
4977,75729,I304377,C589801,Female,34,Shoes,2,1200.34,Credit Card,28/06/2021,Mall of Istanbul
4442,81121,I267073,C166347,Female,37,Souvenir,1,11.73,Cash,22/04/2022,Metropol AVM
1353,52734,I884010,C190394,Female,42,Cosmetics,1,40.66,Cash,18/09/2022,Kanyon
1245,57519,I168042,C218037,Female,52,Food & Beverage,5,26.15,Debit Card,10/10/21,Kanyon
1665,98762,I312566,C325223,Female,42,Toys,1,35.84,Cash,18/07/2022,Metrocity
12,78012,I190935,C140463,Male,27,Shoes,2,1200.34,Credit Card,5/7/21,Kanyon
3932,9955,I780122,C191759,Male,54,Clothing,2,600.16,Credit Card,8/4/21,Zorlu Center
2900,2356,I753503,C259128,Male,34,Books,1,15.15,Cash,29/06/2021,Kanyon
2063,95875,I559567,C502130,Male,51,Toys,1,35.84,Credit Card,15/05/2022,Istinye Park
2142,84390,I311849,C178487,Male,27,Technology,5,5250,Debit Card,21/04/2021,Cevahir AVM
558,52192,I272211,C134276,Female,62,Cosmetics,2,81.32,Cash,20/03/2021,Kanyon
400,20094,I596750,C310256,Male,27,Clothing,2,600.16,Cash,24/12/2021,Kanyon
3010,58989,I144517,C217770,Female,43,Food & Beverage,1,5.23,Credit Card,4/11/22,Zorlu Center
4463,20247,I179020,C126629,Male,60,Clothing,4,1200.32,Credit Card,18/02/2021,Kanyon
2902,72810,I171595,C159200,Female,62,Shoes,5,3000.85,Cash,17/07/2021,Kanyon
151,82671,I243127,C289010,Female,47,Souvenir,1,11.73,Cash,10/2/23,Viaport Outlet
3296,66839,I164014,C659319,Male,51,Food & Beverage,5,26.15,Credit Card,23/05/2022,Mall of Istanbul
4934,89858,I252034,C324518,Male,38,Toys,2,71.68,Cash,13/01/2023,Istinye Park
518,3724,I306893,C214414,Male,20,Books,4,60.6,Cash,18/04/2022,Zorlu Center
4010,93521,I153019,C592731,Female,54,Toys,3,107.52,Debit Card,24/11/2021,Metrocity
3323,85879,I252539,C103651,Female,68,Technology,1,1050,Debit Card,19/01/2023,Metrocity
2854,32205,I280590,C142284,Female,18,Clothing,2,600.16,Debit Card,26/10/2022,Forum Istanbul
1094,84438,I580474,C535999,Male,43,Technology,4,4200,Debit Card,8/2/21,Zorlu Center
1448,96443,I208145,C294441,Male,19,Toys,3,107.52,Credit Card,26/01/2022,Istinye Park
2434,78537,I236847,C295156,Female,44,Shoes,1,600.17,Cash,27/10/2021,Forum Istanbul
162,25070,I123967,C261920,Male,44,Clothing,3,900.24,Credit Card,7/5/22,Cevahir AVM
980,5807,I397250,C170581,Male,30,Clothing,1,300.08,Cash,6/12/21,Metrocity
308,67122,I131786,C118481,Female,44,Food & Beverage,2,10.46,Credit Card,15/03/2022,Mall of Istanbul
1773,77572,I220432,C938507,Female,68,Shoes,4,2400.68,Cash,6/8/22,Mall of Istanbul
834,86975,I251842,C960918,Male,52,Technology,1,1050,Cash,11/3/22,Kanyon
4616,31679,I765467,C109730,Female,68,Clothing,1,300.08,Cash,30/07/2022,Mall of Istanbul
574,52975,I231786,C857823,Female,45,Cosmetics,1,40.66,Cash,22/07/2021,Forum Istanbul
3695,72089,I260577,C207850,Female,46,Shoes,1,600.17,Cash,15/03/2022,Emaar Square Mall
159,32350,I871577,C263638,Female,45,Clothing,4,1200.32,Credit Card,8/5/21,Kanyon
2695,65619,I824516,C145459,Female,62,Food & Beverage,4,20.92,Credit Card,5/3/23,Istinye Park
4214,49734,I807151,C323356,Female,51,Cosmetics,2,81.32,Cash,3/3/23,Istinye Park
2463,68477,I132965,C193973,Female,34,Food & Beverage,5,26.15,Credit Card,2/1/22,Cevahir AVM
110,32028,I131431,C627115,Female,51,Clothing,5,1500.4,Cash,1/5/22,Emaar Square Mall
1413,71738,I762870,C285393,Male,67,Shoes,1,600.17,Cash,16/11/2021,Kanyon
4377,47724,I532577,C230078,Male,58,Cosmetics,5,203.3,Cash,18/07/2021,Kanyon
2553,72292,I303727,C339749,Male,35,Shoes,3,1800.51,Cash,11/9/21,Kanyon
4794,48789,I171644,C243278,Male,63,Cosmetics,2,81.32,Cash,19/12/2022,Metrocity
3612,53553,I386794,C191114,Female,41,Cosmetics,1,40.66,Credit Card,6/12/21,Metropol AVM
1016,66310,I276976,C767828,Female,52,Food & Beverage,1,5.23,Cash,21/02/2021,Forum Istanbul
214,9398,I326148,C261257,Female,49,Clothing,3,900.24,Cash,18/06/2021,Forum Istanbul
1840,29255,I254878,C372510,Female,63,Clothing,5,1500.4,Debit Card,31/08/2021,Kanyon
3505,55367,I255137,C217443,Male,38,Food & Beverage,3,15.69,Debit Card,19/06/2021,Kanyon
752,76692,I262098,C271683,Female,63,Shoes,4,2400.68,Cash,2/7/22,Emaar Square Mall
4954,50524,I332316,C254801,Male,53,Cosmetics,4,162.64,Cash,2/8/21,Metropol AVM
4652,71627,I249627,C363571,Female,64,Shoes,2,1200.34,Cash,4/2/22,Mall of Istanbul
330,3357,I104591,C615815,Male,60,Books,5,75.75,Credit Card,18/08/2022,Emaar Square Mall
3774,14684,I282598,C254293,Male,29,Clothing,1,300.08,Debit Card,8/7/21,Kanyon
4931,23682,I335568,C113449,Male,60,Clothing,4,1200.32,Debit Card,2/11/21,Metropol AVM
2350,65471,I710440,C170571,Male,21,Food & Beverage,4,20.92,Cash,3/5/21,Istinye Park
2769,34541,I156873,C216776,Female,59,Clothing,5,1500.4,Credit Card,9/1/23,Metropol AVM
1351,24450,I262817,C165129,Female,34,Clothing,3,900.24,Debit Card,8/3/22,Mall of Istanbul
449,38528,I807809,C338954,Female,40,Clothing,2,600.16,Debit Card,29/08/2022,Metrocity
3613,2039,I317879,C448086,Female,43,Books,4,60.6,Debit Card,4/4/21,Istinye Park
1500,86915,I731599,C126848,Female,20,Technology,3,3150,Cash,31/01/2023,Forum Istanbul
3963,7353,I457241,C312720,Male,67,Clothing,1,300.08,Cash,7/10/21,Metropol AVM
4846,7241,I226850,C228560,Female,26,Clothing,4,1200.32,Cash,8/8/21,Kanyon
836,4170,I118867,C872920,Female,27,Books,3,45.45,Debit Card,26/11/2022,Mall of Istanbul
1892,12783,I145264,C332636,Female,31,Clothing,1,300.08,Credit Card,18/01/2021,Metrocity
348,21576,I215725,C309136,Male,22,Clothing,4,1200.32,Cash,9/9/21,Cevahir AVM
1567,97816,I283069,C332578,Male,51,Toys,5,179.2,Credit Card,22/09/2021,Kanyon
3007,46719,I174424,C191349,Female,33,Cosmetics,1,40.66,Cash,16/04/2021,Metrocity
4389,71108,I235676,C127873,Female,68,Shoes,5,3000.85,Cash,6/11/21,Kanyon
1104,39025,I334637,C315042,Female,22,Clothing,1,300.08,Credit Card,5/3/21,Istinye Park
2111,2113,I177382,C628882,Male,34,Books,3,45.45,Credit Card,18/11/2022,Emaar Square Mall
1183,39455,I461960,C245302,Female,59,Clothing,2,600.16,Cash,30/03/2021,Istinye Park
4473,18972,I257154,C333527,Female,40,Clothing,3,900.24,Credit Card,8/7/22,Kanyon
435,12233,I150864,C681789,Female,33,Clothing,3,900.24,Debit Card,14/02/2023,Cevahir AVM
1790,9210,I190029,C334939,Female,20,Clothing,1,300.08,Cash,18/01/2022,Istinye Park
2338,92639,I183830,C271227,Female,38,Toys,4,143.36,Debit Card,12/8/22,Mall of Istanbul
3284,21032,I293082,C911873,Female,64,Clothing,4,1200.32,Cash,14/10/2022,Mall of Istanbul
863,39771,I130929,C158397,Male,44,Cosmetics,1,40.66,Credit Card,20/09/2022,Metrocity
3431,20754,I118591,C204003,Male,28,Clothing,1,300.08,Credit Card,3/8/21,Metrocity
2468,8078,I263358,C141308,Male,33,Clothing,1,300.08,Credit Card,1/6/21,Metrocity
2958,29175,I607043,C288375,Female,69,Clothing,4,1200.32,Debit Card,23/10/2021,Metrocity
4178,72867,I359206,C132511,Female,64,Shoes,3,1800.51,Cash,26/07/2022,Mall of Istanbul
2188,46421,I322902,C279043,Male,30,Cosmetics,2,81.32,Cash,20/10/2022,Istinye Park
616,39980,I183898,C286293,Female,35,Cosmetics,4,162.64,Credit Card,22/04/2021,Kanyon
3487,35549,I145228,C238452,Female,56,Clothing,5,1500.4,Cash,11/4/21,Zorlu Center
1931,42737,I296731,C146027,Male,46,Cosmetics,4,162.64,Cash,19/01/2021,Kanyon
3892,30609,I241695,C240381,Female,33,Clothing,5,1500.4,Credit Card,30/04/2022,Mall of Istanbul
4095,25565,I304848,C262348,Male,67,Clothing,4,1200.32,Cash,17/01/2021,Zorlu Center
3894,65936,I206935,C163861,Female,30,Food & Beverage,3,15.69,Cash,21/01/2021,Mall of Istanbul
4004,28327,I272876,C272318,Female,66,Clothing,2,600.16,Cash,1/7/22,Mall of Istanbul
4482,48176,I206990,C564082,Male,65,Cosmetics,2,81.32,Cash,18/02/2021,Mall of Istanbul
260,65082,I317171,C191358,Female,41,Food & Beverage,1,5.23,Cash,10/1/21,Cevahir AVM
632,88902,I235322,C288205,Male,65,Technology,3,3150,Cash,24/01/2023,Istinye Park
250,80311,I313084,C182654,Female,23,Souvenir,5,58.65,Credit Card,19/09/2022,Zorlu Center
4353,72145,I860514,C132036,Female,36,Shoes,5,3000.85,Cash,14/07/2022,Emaar Square Mall
4329,48538,I828538,C633095,Female,49,Cosmetics,5,203.3,Credit Card,8/3/21,Istinye Park
4757,14710,I705122,C194484,Male,42,Clothing,4,1200.32,Cash,11/11/21,Istinye Park
2133,39588,I215019,C156233,Female,45,Cosmetics,5,203.3,Cash,22/06/2022,Kanyon
3739,48320,I188951,C280361,Male,19,Cosmetics,5,203.3,Credit Card,17/11/2021,Viaport Outlet
3845,75314,I222045,C155904,Male,57,Shoes,5,3000.85,Credit Card,14/06/2022,Kanyon
2943,81271,I184683,C240353,Male,69,Souvenir,3,35.19,Cash,16/07/2022,Forum Istanbul
3704,88227,I256285,C299946,Female,57,Technology,5,5250,Cash,29/06/2022,Metropol AVM
4347,83166,I124782,C178663,Female,22,Souvenir,5,58.65,Credit Card,27/09/2021,Kanyon
2049,73635,I278312,C230111,Female,45,Shoes,3,1800.51,Cash,14/10/2022,Mall of Istanbul
4994,25866,I596248,C159206,Female,48,Clothing,5,1500.4,Cash,8/5/22,Cevahir AVM
1765,23044,I271440,C335022,Female,50,Clothing,1,300.08,Credit Card,5/7/22,Mall of Istanbul
1627,94820,I135107,C877800,Female,44,Toys,5,179.2,Cash,7/1/21,Metrocity
3281,82311,I173945,C303073,Female,66,Souvenir,3,35.19,Debit Card,4/3/22,Forum Istanbul
276,95675,I319130,C165503,Female,63,Toys,4,143.36,Credit Card,9/3/22,Viaport Outlet
1062,70870,I207444,C258218,Female,23,Shoes,3,1800.51,Credit Card,9/8/22,Metropol AVM
401,28150,I339207,C410205,Male,54,Clothing,2,600.16,Cash,13/12/2022,Forum Istanbul
925,45368,I133627,C138680,Female,63,Cosmetics,3,121.98,Cash,22/05/2021,Kanyon
1051,90666,I414447,C221764,Male,22,Toys,2,71.68,Credit Card,5/2/22,Metrocity
756,53637,I369562,C109827,Male,37,Cosmetics,3,121.98,Cash,11/7/21,Kanyon
4044,30044,I188632,C975921,Male,22,Clothing,5,1500.4,Credit Card,14/11/2021,Istinye Park
2284,3655,I269219,C226032,Female,56,Books,2,30.3,Credit Card,1/12/21,Metropol AVM
420,6321,I324203,C330112,Female,68,Clothing,3,900.24,Credit Card,9/4/22,Metropol AVM
987,56565,I969346,C339603,Female,62,Food & Beverage,2,10.46,Cash,26/03/2022,Kanyon
911,34159,I302834,C696211,Male,53,Clothing,1,300.08,Credit Card,28/11/2021,Kanyon
1152,93249,I327087,C221453,Female,50,Toys,5,179.2,Credit Card,15/09/2022,Metrocity
1092,70262,I193113,C190736,Male,54,Shoes,1,600.17,Cash,2/7/21,Kanyon
4093,65780,I255502,C300555,Female,52,Food & Beverage,5,26.15,Credit Card,25/11/2022,Kanyon
3600,84317,I311297,C645542,Male,26,Souvenir,5,58.65,Debit Card,21/08/2021,Kanyon
1853,7089,I288189,C134576,Female,18,Clothing,1,300.08,Credit Card,26/10/2022,Viaport Outlet
4559,24794,I219391,C870376,Male,24,Clothing,5,1500.4,Cash,11/7/21,Metrocity
4072,651,I632750,C305115,Male,46,Books,3,45.45,Credit Card,22/12/2021,Kanyon
3283,13582,I213770,C187188,Female,27,Clothing,4,1200.32,Debit Card,4/11/22,Istinye Park
2222,65821,I189600,C790887,Male,20,Food & Beverage,3,15.69,Credit Card,14/01/2022,Istinye Park
4390,1383,I151514,C255842,Female,66,Books,4,60.6,Debit Card,20/08/2021,Metrocity
3719,25400,I130305,C138865,Male,37,Clothing,1,300.08,Credit Card,23/07/2021,Metrocity
2157,10770,I237820,C317260,Female,24,Clothing,1,300.08,Debit Card,7/4/21,Metrocity
1488,45765,I321494,C463180,Male,64,Cosmetics,3,121.98,Debit Card,23/08/2022,Metropol AVM
4285,27119,I158925,C299868,Female,60,Clothing,2,600.16,Credit Card,5/2/21,Viaport Outlet
3953,84257,I853407,C615610,Male,26,Souvenir,4,46.92,Cash,24/04/2021,Kanyon
527,39859,I797307,C273092,Male,25,Cosmetics,1,40.66,Cash,20/10/2021,Metropol AVM
1489,41812,I772542,C531846,Male,66,Cosmetics,3,121.98,Cash,1/2/21,Kanyon
3656,78387,I265208,C692368,Female,50,Shoes,5,3000.85,Credit Card,8/5/21,Metropol AVM
4091,23293,I176933,C297469,Female,23,Clothing,3,900.24,Credit Card,18/12/2021,Mall of Istanbul
3579,71586,I839200,C269634,Male,21,Shoes,5,3000.85,Cash,25/09/2021,Metropol AVM
4304,17373,I255781,C267225,Male,45,Clothing,4,1200.32,Cash,9/10/21,Mall of Istanbul
1580,80631,I105693,C139896,Female,38,Souvenir,5,58.65,Credit Card,13/05/2021,Metrocity
3328,22311,I890990,C997253,Male,65,Clothing,1,300.08,Debit Card,28/07/2022,Kanyon
963,53679,I165980,C338293,Male,62,Cosmetics,1,40.66,Credit Card,22/03/2022,Zorlu Center
3322,34801,I204157,C945575,Female,27,Clothing,1,300.08,Cash,17/05/2022,Metrocity
2088,1683,I234628,C259645,Female,44,Books,2,30.3,Cash,4/9/22,Istinye Park
2557,66542,I913128,C217430,Male,36,Food & Beverage,5,26.15,Credit Card,11/11/22,Kanyon
1525,33274,I931510,C337969,Male,48,Clothing,4,1200.32,Debit Card,21/03/2022,Metrocity
3054,38406,I108991,C186701,Male,48,Clothing,2,600.16,Debit Card,27/01/2022,Mall of Istanbul
3833,80588,I272756,C215122,Female,23,Souvenir,1,11.73,Cash,19/03/2022,Forum Istanbul
4530,46176,I928578,C278012,Female,31,Cosmetics,4,162.64,Cash,15/05/2021,Mall of Istanbul
3028,46964,I463873,C189331,Female,52,Cosmetics,5,203.3,Credit Card,31/10/2021,Metrocity
4066,36779,I424722,C204102,Male,69,Clothing,1,300.08,Cash,31/12/2022,Forum Istanbul
3552,7252,I310539,C159513,Female,20,Clothing,2,600.16,Debit Card,17/04/2021,Istinye Park
1529,25156,I125557,C262475,Female,34,Clothing,1,300.08,Credit Card,10/8/22,Emaar Square Mall
4855,23625,I712169,C204330,Female,46,Clothing,1,300.08,Cash,17/03/2021,Kanyon
4472,56573,I309461,C160904,Male,67,Food & Beverage,2,10.46,Cash,6/12/21,Metropol AVM
