invoice_no,customer_id,gender,age,category,quantity,Price,payment_method,Datetime,shopping_mall
I270139,C318303,Female,44,Cosmetics,1,40.66,Credit Card,2022-06-15,Emaar Square Mall
I225038,C242120,Female,31,Clothing,3,900.24,Cash,2023-01-13,Emaar Square Mall
I238942,C246596,Female,61,Toys,4,143.36,Debit Card,2021-10-24,Mall of Istanbul
I872206,C261590,Female,44,Cosmetics,5,203.3,Credit Card,2021-08-26,Mall of Istanbul
I561331,C133315,Male,50,Clothing,2,600.16,Debit Card,2022-05-14,Mall of Istanbul
I315638,C225353,Male,39,Cosmetics,5,203.3,Credit Card,2022-06-27,Metrocity
I222838,C266108,Female,44,Toys,1,35.84,Debit Card,2022-07-17,Zorlu Center
I187830,C292082,Male,65,Clothing,5,1500.4,Cash,2022-10-23,Mall of Istanbul
I600408,C328429,Male,48,Clothing,2,600.16,Cash,2021-02-14,Metrocity
I137255,C331633,Female,24,Books,4,60.6,Cash,2022-08-20,Mall of Istanbul
I249569,C286546,Female,21,Food & Beverage,1,5.23,Cash,2021-11-16,Metrocity
I180020,C332407,Female,54,Food & Beverage,4,20.92,Credit Card,2021-02-24,Metropol AVM
I447475,C183187,Female,54,Food & Beverage,2,10.46,Cash,2023-01-13,Kanyon
I329161,C423594,Male,63,Clothing,1,300.08,Credit Card,2021-09-19,Kanyon
I120927,C291756,Female,41,Shoes,4,2400.68,Debit Card,2021-03-16,Istinye Park
I102513,C317824,Male,61,Clothing,3,900.24,Credit Card,2022-10-16,Istinye Park
I902709,C246570,Female,33,Clothing,4,1200.32,Cash,2023-01-18,Kanyon
I132798,C441837,Male,51,Books,5,75.75,Cash,2021-10-29,Istinye Park
I974449,C185865,Male,56,Food & Beverage,4,20.92,Cash,2022-10-19,Forum Istanbul
I220413,C589158,Female,32,Toys,1,35.84,Cash,2022-11-13,Viaport Outlet
I549066,C221844,Male,47,Souvenir,3,35.19,Credit Card,2022-11-23,Mall of Istanbul
I280954,C212158,Male,19,Toys,3,107.52,Credit Card,2023-02-24,Forum Istanbul
I101855,C120734,Female,25,Books,4,60.6,Cash,2023-02-18,Forum Istanbul
I158849,C197537,Female,53,Technology,3,3150.0,Cash,2021-12-26,Mall of Istanbul
I608871,C180559,Female,56,Clothing,1,300.08,Credit Card,2022-08-26,Kanyon
I667931,C137284,Female,57,Clothing,4,1200.32,Cash,2021-02-19,Mall of Istanbul
I212640,C167366,Female,42,Cosmetics,5,203.3,Debit Card,2022-08-25,Istinye Park
I301881,C327623,Male,62,Clothing,2,600.16,Debit Card,2023-02-24,Metrocity
I229163,C159537,Male,53,Food & Beverage,1,5.23,Cash,2021-12-26,Viaport Outlet
I320267,C223906,Male,57,Food & Beverage,4,20.92,Debit Card,2022-03-27,Zorlu Center
I237564,C810950,Female,62,Books,3,45.45,Debit Card,2021-12-26,Emaar Square Mall
I262061,C197706,Male,21,Souvenir,3,35.19,Cash,2022-01-14,Zorlu Center
I197684,C707629,Female,48,Clothing,2,600.16,Cash,2022-08-26,Metrocity
I321584,C215283,Female,18,Technology,2,2100.0,Cash,2021-10-14,Mall of Istanbul
I263818,C336232,Male,69,Souvenir,4,46.92,Cash,2022-06-26,Zorlu Center
I158117,C176731,Female,27,Cosmetics,2,81.32,Credit Card,2021-10-17,Metrocity
I124578,C250345,Male,53,Cosmetics,3,121.98,Credit Card,2022-05-24,Metrocity
I336146,C191205,Female,64,Shoes,5,3000.85,Cash,2021-01-15,Forum Istanbul
I828871,C336549,Female,67,Toys,1,35.84,Debit Card,2021-05-20,Metrocity
I129485,C364029,Male,61,Souvenir,2,23.46,Cash,2021-01-31,Mall of Istanbul
I215007,C204915,Male,63,Toys,1,35.84,Debit Card,2021-12-13,Kanyon
I232955,C708327,Female,39,Toys,4,143.36,Credit Card,2021-06-25,Forum Istanbul
I575449,C236785,Female,43,Clothing,1,300.08,Cash,2021-04-13,Mall of Istanbul
I121632,C131492,Female,27,Cosmetics,4,162.64,Credit Card,2021-01-24,Emaar Square Mall
I990467,C197758,Female,63,Clothing,4,1200.32,Cash,2022-06-13,Kanyon
I281406,C174946,Female,18,Clothing,1,300.08,Debit Card,2021-10-23,Mall of Istanbul
I215909,C254827,Female,50,Clothing,3,900.24,Credit Card,2022-10-31,Kanyon
I711253,C319043,Female,18,Clothing,3,900.24,Debit Card,2021-07-15,Mall of Istanbul
I222676,C107427,Male,35,Technology,4,4200.0,Debit Card,2021-10-21,Istinye Park
I849031,C224601,Female,25,Clothing,2,600.16,Credit Card,2021-08-14,Viaport Outlet
I203413,C439349,Male,54,Clothing,4,1200.32,Credit Card,2021-01-31,Cevahir AVM
I169878,C293156,Female,61,Food & Beverage,3,15.69,Credit Card,2021-07-27,Metrocity
I248672,C171368,Female,18,Cosmetics,1,40.66,Credit Card,2022-08-25,Kanyon
I247990,C792134,Female,46,Cosmetics,3,121.98,Cash,2021-05-15,Forum Istanbul
I187423,C161106,Female,43,Clothing,4,1200.32,Debit Card,2021-08-29,Viaport Outlet
I164986,C127281,Female,26,Books,4,60.6,Debit Card,2021-02-15,Viaport Outlet
I299109,C187791,Male,59,Clothing,4,1200.32,Debit Card,2021-12-26,Istinye Park
I452073,C123094,Female,28,Books,5,75.75,Cash,2022-10-13,Forum Istanbul
I202878,C308735,Female,30,Technology,1,1050.0,Cash,2022-03-21,Cevahir AVM
I154127,C331749,Female,59,Souvenir,2,23.46,Credit Card,2022-04-27,Kanyon
I299024,C327375,Female,26,Clothing,5,1500.4,Credit Card,2021-12-19,Metrocity
I167354,C225462,Male,62,Toys,2,71.68,Cash,2022-11-22,Mall of Istanbul
I120993,C294471,Female,52,Food & Beverage,4,20.92,Cash,2023-01-18,Kanyon
I129120,C792556,Female,33,Cosmetics,4,162.64,Cash,2022-01-27,Mall of Istanbul
I215992,C908477,Female,44,Food & Beverage,5,26.15,Credit Card,2021-01-15,Metropol AVM
I113843,C252876,Female,39,Cosmetics,3,121.98,Credit Card,2022-01-17,Viaport Outlet
I381554,C649594,Male,35,Clothing,1,300.08,Credit Card,2021-07-22,Metrocity
I247440,C154910,Female,27,Clothing,2,600.16,Debit Card,2022-12-22,Mall of Istanbul
I188260,C194430,Male,50,Technology,4,4200.0,Cash,2021-09-22,Metrocity
I184686,C127082,Female,53,Souvenir,3,35.19,Credit Card,2021-11-17,Mall of Istanbul
I338570,C185287,Male,28,Clothing,1,300.08,Cash,2021-06-24,Mall of Istanbul
I274546,C251139,Male,43,Cosmetics,5,203.3,Credit Card,2021-03-27,Zorlu Center
I800604,C267188,Female,48,Food & Beverage,1,5.23,Debit Card,2022-07-21,Kanyon
I566217,C130354,Male,48,Shoes,5,3000.85,Debit Card,2022-07-22,Kanyon
I180984,C798154,Male,31,Clothing,3,900.24,Debit Card,2022-12-29,Metropol AVM
I441114,C109370,Female,59,Food & Beverage,5,26.15,Credit Card,2023-01-26,Metropol AVM
I321595,C229645,Male,22,Clothing,1,300.08,Credit Card,2022-03-26,Kanyon
I154774,C187846,Male,62,Clothing,1,300.08,Cash,2023-01-21,Forum Istanbul
I183746,C220180,Male,23,Clothing,1,300.08,Credit Card,2023-02-15,Emaar Square Mall
I276137,C175625,Female,40,Food & Beverage,5,26.15,Debit Card,2022-04-13,Kanyon
I141347,C459397,Male,29,Food & Beverage,3,15.69,Credit Card,2021-05-31,Metrocity
I468475,C143483,Male,52,Food & Beverage,4,20.92,Cash,2021-01-29,Cevahir AVM
I837798,C257724,Female,20,Food & Beverage,5,26.15,Credit Card,2021-11-25,Cevahir AVM
I934005,C893563,Male,37,Food & Beverage,1,5.23,Debit Card,2021-09-20,Metropol AVM
I453623,C275660,Female,45,Clothing,2,600.16,Cash,2022-07-26,Cevahir AVM
I307576,C925466,Male,30,Technology,3,3150.0,Credit Card,2021-07-29,Metrocity
I261562,C280230,Female,27,Food & Beverage,1,5.23,Cash,2022-07-14,Zorlu Center
I402202,C177615,Female,30,Clothing,4,1200.32,Credit Card,2021-02-25,Viaport Outlet
I255985,C651166,Female,65,Food & Beverage,2,10.46,Credit Card,2022-04-20,Metrocity
I940009,C294076,Female,56,Clothing,1,300.08,Cash,2021-12-13,Viaport Outlet
I297710,C626593,Male,35,Books,3,45.45,Cash,2022-11-23,Forum Istanbul
I169731,C264261,Male,58,Clothing,2,600.16,Cash,2021-06-19,Metropol AVM
I536593,C272637,Female,57,Shoes,5,3000.85,Debit Card,2021-10-26,Kanyon
I923019,C106636,Male,23,Books,1,15.15,Cash,2021-06-18,Kanyon
I203325,C254844,Female,62,Shoes,1,600.17,Debit Card,2023-01-18,Kanyon
I539359,C223290,Female,65,Clothin,4,1200.32,Debit Card,2021-02-15,Istinye Park
I192357,C119657,Female,34,Shoes,1,600.17,Credit Card,2022-11-18,Mall of Istanbul
I141200,C753050,Male,53,Clothing,2,600.16,Credit Card,2022-08-14,Metrocity
I152432,C230638,Male,20,Cosmetics,1,40.66,Credit Card,2022-11-13,Mall of Istanbul
I100097,C673123,Female,63,Food & Beverage,4,20.92,Credit Card,2022-08-24,Mall of Istanbul
I229714,C155028,Male,22,Cosmetics,3,121.98,Cash,2022-08-26,Mall of Istanbul
I319840,C826146,Female,45,Clothing,3,900.24,Cash,2021-08-20,Metrocity
I186085,C136801,Male,31,Cosmetics,1,40.66,Credit Card,2022-04-18,Metrocity
I197078,C300806,Female,47,Cosmetics,1,40.66,Credit Card,2022-05-27,Istinye Park
I915012,C156654,Female,67,Clothing,3,900.24,Cash,2022-07-28,Metrocity
I250365,C248923,Male,44,Toys,2,71.68,Cash,2022-01-23,Kanyon
I302899,C329557,Female,20,Clothing,3,900.24,Debit Card,2022-04-27,Metrocity
I194294,C284007,Female,28,Clothing,5,1500.4,Cash,2022-06-29,Kanyon
I190820,C292897,Female,36,Books,5,75.75,Credit Card,2022-08-22,Emaar Square Mall
I355379,C751142,Male,58,Clothing,4,1200.32,Cash,2021-12-30,Viaport Outlet
I220289,C236625,Female,32,Clothing,5,1500.4,Debit Card,2021-09-24,Istinye Park
I561342,C288451,Male,61,Cosmetics,4,162.64,Debit Card,2022-09-14,Viaport Outlet
I190548,C207588,Female,68,Food & Beverage,2,10.46,Debit Card,2021-12-24,Kanyon
I180748,C313440,Male,60,Toys,4,143.36,Debit Card,2022-05-15,Metrocity
I293171,C691624,Female,28,Cosmetics,1,40.66,Cash,2021-08-27,Kanyon
I493418,C827151,Female,28,Souvenir,5,58.65,Credit Card,2022-01-19,Emaar Square Mall
I186960,C291685,Female,21,Cosmetics,1,40.66,Credit Card,2021-10-26,Metropol AVM
I120242,C547805,Female,57,Books,1,15.15,Credit Card,2022-01-20,Metropol AVM
I515797,C460785,Female,48,Clothing,3,900.24,Credit Card,2022-05-26,Kanyon
I197517,C489417,Female,55,Cosmetics,2,81.32,Cash,2022-08-19,Cevahir AVM
I213248,C951478,Female,66,Clothing,2,600.16,Cash,2021-04-28,Metropol AVM
I210305,C282874,Female,43,Cosmetics,1,40.66,Credit Card,2022-03-25,Metropol AVM
I211414,C321008,Female,33,Souvenir,4,46.92,Credit Card,2021-04-20,Mall of Istanbul
I916637,C434644,Female,26,Clothing,2,600.16,Cash,2022-03-31,Mall of Istanbul
I211033,C139596,Male,37,Books,5,75.75,Cash,2022-10-25,Kanyon
I323852,C233349,Male,52,Clothing,3,900.24,Debit Card,2021-11-16,Kanyon
I659358,C736289,Female,49,Clothing,1,300.08,Cash,2021-05-26,Kanyon
I119894,C793460,Female,50,Cosmetics,3,121.98,Debit Card,2021-08-21,Kanyon
I143771,C288970,Female,37,Technology,1,1050.0,Cash,2021-02-14,Kanyon
I943501,C184634,Male,49,Cosmetics,1,40.66,Cash,2021-05-19,Mall of Istanbul
I110238,C314143,Female,68,Souvenir,1,11.73,Debit Card,2021-03-25,Metrocity
I335765,C114566,Female,49,Food & Beverage,2,10.46,Debit Card,2022-04-29,Metrocity
I116661,C105984,Female,35,Cosmetics,5,203.3,Credit Card,2021-09-14,Kanyon
I491619,C762300,Female,44,Clothing,2,600.16,Debit Card,2022-04-23,Viaport Outlet
I315861,C268376,Female,52,Shoes,1,600.17,Credit Card,2021-01-31,Metropol AVM
I247601,C273630,Female,66,Food & Beverage,5,26.15,Cash,2022-01-30,Kanyon
I279899,C222810,Female,30,Souvenir,3,35.19,Cash,2022-09-15,Mall of Istanbul
I155604,C310211,Female,48,Books,3,45.45,Cash,2021-11-14,Kanyon
I188683,C108815,Male,33,Clothing,5,1500.4,Cash,2021-10-20,Emaar Square Mall
I337487,C122194,Male,60,Toys,1,35.84,Credit Card,2022-07-23,Kanyon
I192490,C147826,Female,29,Clothing,4,1200.32,Debit Card,2023-02-19,Emaar Square Mall
I100501,C338282,Female,18,Technology,1,1050.0,Debit Card,2021-08-31,Metrocity
I262686,C313312,Female,47,Shoes,3,1800.51,Cash,2021-10-26,Mall of Istanbul
I914283,C123284,Female,33,Technology,4,4200.0,Cash,2021-08-25,Metrocity
I277406,C313158,Female,35,Shoes,5,3000.85,Cash,2022-09-25,Istinye Park
I253054,C110061,Male,65,Clothing,1,300.08,Cash,2022-04-19,Zorlu Center
I327156,C251317,Male,41,Books,4,60.6,Cash,2022-07-31,Metrocity
I234183,C146208,Female,47,Cosmetics,4,162.64,Cash,2022-12-21,Forum Istanbul
I964781,C229566,Male,26,Food & Beverage,3,15.69,Credit Card,2021-08-22,Metrocity
I762375,C244943,Female,49,Clothing,2,600.16,Cash,2022-04-25,Kanyon
I328364,C917070,Male,52,Clothing,4,1200.32,Cash,2022-09-22,Mall of Istanbul
I296663,C801804,Female,26,Clothing,2,600.16,Debit Card,2023-01-19,Metropol AVM
I108352,C315812,Female,69,Clothing,3,900.24,Cash,2023-02-21,Metrocity
I211698,C293375,Female,26,Food & Beverage,5,26.15,Credit Card,2021-02-22,Metrocity
I251931,C116798,Female,24,Clothing,5,1500.4,Debit Card,2021-10-15,Emaar Square Mall
I223820,C152600,Male,62,Clothing,4,1200.32,Cash,2021-06-25,Mall of Istanbul
I326988,C570727,Female,42,Technology,3,3150.0,Debit Card,2022-10-19,Emaar Square Mall
I113887,C178980,Female,28,Cosmetics,2,81.32,Cash,2022-01-17,Metropol AVM
I998874,C321053,Female,19,Clothing,5,1500.4,Debit Card,2022-12-27,Mall of Istanbul
I147013,C146494,Male,37,Cosmetics,2,81.32,Credit Card,2022-03-29,Kanyon
I531744,C167148,Female,20,Shoes,1,600.17,Credit Card,2022-01-27,Mall of Istanbul
I207061,C141902,Female,60,Clothing,4,1200.32,Cash,2022-06-20,Emaar Square Mall
I697029,C158542,Female,33,Cosmetics,2,81.32,Debit Card,2022-02-15,Forum Istanbul
I288854,C149023,Male,63,Clothing,4,1200.32,Cash,2022-12-27,Mall of Istanbul
I324312,C270023,Female,26,Shoes,4,2400.68,Cash,2022-11-27,Istinye Park
I215248,C335677,Male,30,Souvenir,4,46.92,Debit Card,2022-02-17,Forum Istanbul
I579439,C416308,Male,24,Clothing,4,1200.32,Credit Card,2021-06-26,Metropol AVM
I884890,C111852,Female,63,Shoes,2,1200.34,Debit Card,2021-05-25,Metropol AVM
I196266,C163944,Female,51,Shoes,5,3000.85,Cash,2022-04-16,Metropol AVM
I259860,C507924,Female,43,Clothing,4,1200.32,Debit Card,2021-04-18,Emaar Square Mall
I182339,C747018,Female,51,Cosmetics,2,81.32,Credit Card,2021-09-16,Mall of Istanbul
I336687,C265190,Male,24,Toys,1,35.84,Debit Card,2021-08-14,Mall of Istanbul
I113397,C103676,Male,30,Food & Beverage,3,15.69,Credit Card,2021-12-13,Metrocity
I290243,C268559,Male,49,Technology,4,4200.0,Cash,2021-08-18,Kanyon
I168101,C186861,Female,57,Souvenir,3,35.19,Cash,2022-04-26,Forum Istanbul
I105228,C754091,Female,51,Clothing,1,300.08,Cash,2022-06-30,Mall of Istanbul
I332722,C985479,Female,40,Clothing,3,900.24,Cash,2021-11-25,Emaar Square Mall
I365579,C328405,Female,20,Food & Beverage,2,10.46,Credit Card,2021-09-27,Metropol AVM
I284714,C115140,Male,28,Cosmetics,4,162.64,Credit Card,2022-02-14,Istinye Park
I604470,C215334,Female,35,Clothing,5,1500.4,Cash,2022-10-18,Mall of Istanbul
I273026,C194102,Male,56,Toys,3,107.52,Credit Card,2023-02-15,Viaport Outlet
I260100,C312970,Male,43,Food & Beverage,3,15.69,Debit Card,2022-05-14,Mall of Istanbul
I135758,C165792,Female,39,Books,5,75.75,Credit Card,2022-09-26,Mall of Istanbul
I236153,C272848,Female,53,Clothing,3,900.24,Credit Card,2022-10-30,Metrocity
I227800,C119734,Male,40,Food & Beverage,1,5.23,Credit Card,2022-02-25,Kanyon
I127497,C195116,Male,35,Cosmetics,1,40.66,Debit Card,2021-06-26,Cevahir AVM
I769746,C177597,Male,19,Books,5,75.75,Cash,2021-05-19,Mall of Istanbul
I272744,C246505,Female,36,Toys,3,107.52,Debit Card,2021-11-29,Zorlu Center
I449654,C281168,Female,47,Clothing,4,1200.32,Credit Card,2022-12-30,Cevahir AVM
I275097,C840695,Male,37,Clothing,5,1500.4,Cash,2022-04-27,Cevahir AVM
I224582,C219999,Female,57,Clothing,5,1500.4,Cash,2022-11-18,Mall of Istanbul
I101753,C336142,Female,29,Cosmetics,5,203.3,Credit Card,2021-04-25,Istinye Park
I140716,C171471,Female,35,Cosmetics,3,121.98,Cash,2022-06-22,Zorlu Center
I119409,C321413,Female,19,Clothing,2,600.16,Cash,2023-01-16,Istinye Park
I354600,C217695,Female,28,Clothing,2,600.16,Cash,2022-07-22,Metrocity
I234157,C161730,Female,55,Clothing,1,300.08,Credit Card,2021-03-16,Kanyon
I880823,C205096,Male,62,Toys,5,179.2,Debit Card,2022-07-22,Kanyon
I350861,C268312,Female,45,Shoes,4,2400.68,Cash,2021-09-15,Cevahir AVM
I192874,C756585,Male,51,Cosmetics,3,121.98,Credit Card,2022-11-30,Mall of Istanbul
I196614,C991779,Female,58,Cosmetics,2,81.32,Cash,2021-03-31,Mall of Istanbul
I108378,C623785,Male,46,Shoes,4,2400.68,Debit Card,2021-07-24,Kanyon
I477944,C289265,Female,45,Food & Beverage,2,10.46,Debit Card,2022-10-16,Cevahir AVM
I316370,C149951,Male,44,Clothing,4,1200.32,Cash,2022-06-23,Mall of Istanbul
I115814,C119485,Male,52,Cosmetics,4,162.64,Cash,2021-03-14,Forum Istanbul
I141091,C438832,Male,68,Food & Beverage,5,26.15,Credit Card,2021-07-30,Kanyon
I163797,C125685,Female,41,Souvenir,5,58.65,Debit Card,2022-02-23,Mall of Istanbul
I606159,C159448,Male,30,Clothing,4,1200.32,Cash,2023-01-17,Cevahir AVM
I128562,C197013,Female,56,Clothing,3,900.24,Debit Card,2021-12-29,Mall of Istanbul
I356360,C501445,Male,60,Food & Beverage,5,26.15,Credit Card,2021-04-25,Metrocity
I212873,C296093,Female,39,Food & Beverage,3,15.69,Debit Card,2021-11-15,Metrocity
I127334,C273074,Female,39,Clothing,2,600.16,Credit Card,2023-02-18,Kanyon
I546212,C291786,Female,63,Shoes,5,3000.85,Cash,2021-05-23,Istinye Park
I138952,C214068,Female,24,Toys,5,179.2,Credit Card,2021-08-25,Kanyon
I132323,C242404,Female,22,Clothing,2,600.16,Cash,2021-06-26,Forum Istanbul
I235594,C221968,Female,54,Toys,5,179.2,Credit Card,2022-08-30,Mall of Istanbul
I317764,C291879,Female,63,Clothing,4,1200.32,Debit Card,2022-07-30,Emaar Square Mall
I204587,C919303,Female,62,Food & Beverage,1,5.23,Debit Card,2021-04-29,Kanyon
I721526,C542441,Female,53,Clothing,3,900.24,Cash,2022-11-26,Viaport Outlet
I245380,C212757,Female,20,Clothing,1,300.08,Credit Card,2023-02-28,Istinye Park
I577914,C983825,Female,25,Shoes,4,2400.68,Debit Card,2021-02-27,Metrocity
I246671,C291435,Female,27,Books,1,15.15,Cash,2023-01-26,Mall of Istanbul
I438869,C910651,Female,41,Clothing,4,1200.32,Cash,2022-07-31,Mall of Istanbul
I896693,C134746,Female,61,Cosmetics,4,162.64,Credit Card,2021-02-23,Kanyon
I265602,C395072,Male,35,Clothing,5,1500.4,Cash,2021-08-27,Kanyon
I166920,C218532,Male,29,Food & Beverage,5,26.15,Credit Card,2022-08-17,Forum Istanbul
I470806,C349309,Male,18,Books,4,60.6,Debit Card,2021-06-26,Mall of Istanbul
I231642,C175992,Male,50,Clothing,3,900.24,Cash,2022-10-29,Emaar Square Mall
I968998,C167620,Male,56,Technology,4,4200.0,Cash,2022-03-20,Cevahir AVM
I214053,C317737,Female,64,Clothing,3,900.24,Credit Card,2022-04-30,Metrocity
I664068,C213953,Female,27,Food & Beverage,5,26.15,Cash,2022-10-16,Kanyon
I169447,C194962,Female,21,Clothing,5,1500.4,Credit Card,2022-07-16,Metropol AVM
I278429,C314341,Female,69,Cosmetics,5,203.3,Debit Card,2021-07-30,Viaport Outlet
I388427,C820417,Female,39,Shoes,4,2400.68,Cash,2021-05-18,Istinye Park
I174670,C198968,Female,59,Clothing,3,900.24,Cash,2023-02-20,Metropol AVM
I302172,C920789,Female,69,Food & Beverage,1,5.23,Cash,2022-02-24,Mall of Istanbul
I128023,C185943,Female,64,Clothing,4,1200.32,Credit Card,2022-02-21,Metropol AVM
I139029,C662190,Male,56,Clothing,2,600.16,Cash,2021-03-30,Kanyon
I211176,C255112,Female,49,Clothing,4,1200.32,Debit Card,2023-02-24,Mall of Istanbul
I117580,C180643,Female,66,Clothing,1,300.08,Credit Card,2022-03-18,Kanyon
I189083,C294804,Female,54,Clothing,5,1500.4,Cash,2022-01-23,Kanyon
I158401,C164131,Female,61,Cosmetics,1,40.66,Cash,2021-03-19,Mall of Istanbul
I824569,C287263,Female,68,Souvenir,1,11.73,Cash,2023-01-22,Kanyon
I135795,C177479,Male,39,Clothing,3,900.24,Cash,2021-06-26,Emaar Square Mall
I310370,C208279,Male,54,Clothing,5,1500.4,Credit Card,2021-07-27,Metropol AVM
I184582,C120696,Male,25,Clothing,5,1500.4,Credit Card,2022-10-26,Kanyon
I340110,C229229,Male,24,Toys,2,71.68,Cash,2022-08-23,Kanyon
I118062,C164028,Male,32,Clothing,2,600.16,Debit Card,2022-01-30,Cevahir AVM
I318728,C306574,Male,46,Clothing,3,900.24,Cash,2022-10-27,Mall of Istanbul
I139041,C294527,Male,44,Shoes,2,1200.34,Credit Card,2023-01-25,Kanyon
I129957,C892585,Female,54,Toys,3,107.52,Cash,2022-01-19,Istinye Park
I307028,C412619,Female,48,Clothing,5,1500.4,Debit Card,2021-10-17,Istinye Park
I743709,C203947,Female,29,Toys,5,179.2,Credit Card,2022-06-19,Metropol AVM
I290935,C841696,Female,66,Shoes,1,600.17,Debit Card,2021-08-28,Metropol AVM
I313797,C205719,Male,56,Shoes,2,1200.34,Cash,2021-12-21,Zorlu Center
I234930,C189393,Male,67,Food & Beverage,5,26.15,Cash,2022-04-27,Zorlu Center
I456731,C205613,Female,42,Cosmetics,5,203.3,Cash,2022-01-29,Forum Istanbul
I221327,C111902,Female,67,Cosmetics,3,121.98,Cash,2021-01-21,Mall of Istanbul
I636173,C263235,Male,54,Clothing,4,1200.32,Credit Card,2021-12-20,Emaar Square Mall
I262531,C801113,Male,23,Clothing,5,1500.4,Credit Card,2022-03-25,Mall of Istanbul
I228005,C655436,Female,59,Technology,2,2100.0,Credit Card,2022-04-24,Kanyon
I970794,C182278,Female,36,Cosmetics,5,203.3,Debit Card,2021-09-17,Metropol AVM
I306643,C108318,Female,36,Cosmetics,3,121.98,Cash,2022-03-14,Kanyon
I454296,C818003,Female,46,Clothing,1,300.08,Credit Card,2021-02-21,Zorlu Center
I286865,C833124,Female,21,Clothing,1,300.08,Cash,2023-02-21,Viaport Outlet
I664131,C846286,Male,65,Clothing,5,1500.4,Cash,2022-10-24,Emaar Square Mall
I144702,C241586,Female,47,Clothing,2,600.16,Debit Card,2021-06-29,Emaar Square Mall
I159675,C149315,Female,52,Food & Beverage,5,26.15,Cash,2021-09-20,Kanyon
I454539,C244236,Female,33,Shoes,4,2400.68,Credit Card,2022-01-15,Mall of Istanbul
I146096,C159800,Female,48,Toys,2,71.68,Cash,2021-12-31,Mall of Istanbul
I164537,C193503,Female,64,Cosmetics,2,81.32,Cash,2022-08-30,Metrocity
I189623,C339900,Female,33,Clothing,5,1500.4,Cash,2021-11-15,Istinye Park
I684327,C214285,Female,57,Food & Beverage,3,15.69,Credit Card,2021-05-25,Metrocity
I263062,C122807,Female,44,Books,2,30.3,Debit Card,2021-04-17,Metropol AVM
I770845,C411374,Male,50,Clothing,1,300.08,Credit Card,2022-04-24,Mall of Istanbul
I966931,C133660,Female,44,Shoes,3,1800.51,Debit Card,2022-06-24,Metropol AVM
I278639,C202730,Female,58,Food & Beverage,3,15.69,Credit Card,2021-01-16,Kanyon
I840427,C991333,Male,54,Clothing,3,900.24,Credit Card,2022-11-22,Mall of Istanbul
I295020,C324074,Male,66,Food & Beverage,4,20.92,Cash,2021-12-21,Mall of Istanbul
I326301,C274332,Male,56,Clothing,1,300.08,Credit Card,2021-09-21,Emaar Square Mall
I262704,C237652,Male,23,Clothing,4,1200.32,Cash,2022-02-13,Kanyon
I326894,C379834,Female,45,Food & Beverage,2,10.46,Cash,2021-10-22,Istinye Park
I336528,C282049,Female,53,Cosmetics,4,162.64,Credit Card,2021-06-14,Istinye Park
I270765,C216359,Female,55,Shoes,5,3000.85,Credit Card,2022-06-28,Viaport Outlet
